method,task,regime,split,seed,episodes,success_rate,seam_failure_rate,barrier_violation_rate,basin_alignment,descent_continuity,damage_rate,composition_cost,energy_model_error
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,in_distribution,6,72,0.583333,0.212742,0.204759,0.471874,0.462604,0.077155,0.357922,0.130628
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,0,72,0.652778,0.238705,0.232389,0.449593,0.429378,0.089402,0.377562,0.130739
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,1,72,0.680556,0.242192,0.220895,0.451971,0.434492,0.080791,0.372638,0.129949
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,2,72,0.569444,0.234176,0.223185,0.467369,0.443531,0.084714,0.379109,0.131203
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,3,72,0.625000,0.240713,0.226319,0.424058,0.446452,0.087277,0.370380,0.131459
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,4,72,0.638889,0.231212,0.214314,0.447212,0.434144,0.089434,0.365689,0.123704
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,5,72,0.666667,0.225874,0.223602,0.462952,0.420553,0.089827,0.370632,0.128723
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,6,72,0.680556,0.229691,0.226251,0.461794,0.438114,0.082986,0.372212,0.131534
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,0,72,0.541667,0.237192,0.226880,0.452254,0.439622,0.090834,0.373283,0.132252
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,1,72,0.583333,0.233751,0.222089,0.455415,0.443393,0.081889,0.381033,0.130513
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,2,72,0.638889,0.227968,0.229658,0.455836,0.432659,0.088527,0.370660,0.132118
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,3,72,0.597222,0.240187,0.223987,0.437050,0.442782,0.085926,0.377720,0.137473
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,4,72,0.583333,0.230922,0.225948,0.460308,0.440403,0.088499,0.379194,0.129901
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,5,72,0.555556,0.232814,0.225957,0.453916,0.451254,0.086157,0.374008,0.132089
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,6,72,0.611111,0.235797,0.232255,0.450396,0.445730,0.086188,0.378111,0.124349
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,0,72,0.541667,0.226622,0.222670,0.455249,0.438883,0.087546,0.380118,0.132011
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,1,72,0.611111,0.227507,0.218932,0.449301,0.436325,0.085919,0.368146,0.128563
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,2,72,0.611111,0.226315,0.227738,0.442739,0.445174,0.090561,0.364834,0.130490
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,3,72,0.652778,0.232466,0.227986,0.476786,0.432688,0.083336,0.372733,0.122927
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,4,72,0.472222,0.220233,0.224844,0.458495,0.445798,0.087415,0.372772,0.133271
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,5,72,0.625000,0.224867,0.227131,0.462607,0.451384,0.090519,0.370413,0.129401
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,6,72,0.583333,0.221857,0.221065,0.462603,0.458568,0.088044,0.372024,0.127944
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,0,72,0.597222,0.254715,0.243624,0.441275,0.421331,0.091667,0.382013,0.132055
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,1,72,0.597222,0.251632,0.238890,0.440214,0.405631,0.096653,0.384512,0.138046
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,2,72,0.625000,0.248545,0.247012,0.424222,0.422811,0.096083,0.386568,0.143918
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,3,72,0.638889,0.238447,0.234847,0.441875,0.425431,0.094535,0.383814,0.133364
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,4,72,0.569444,0.252858,0.237186,0.434050,0.438342,0.087874,0.386707,0.136017
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,5,72,0.611111,0.250784,0.242101,0.429331,0.415055,0.089150,0.389023,0.132671
cem_trajectory_composer,drawer_to_pick_transfer,nonconvex_energy,combined_stress,6,72,0.500000,0.252609,0.233680,0.436412,0.408328,0.091732,0.386718,0.133882
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,0,72,0.666667,0.227287,0.211147,0.473307,0.465805,0.083966,0.366216,0.121038
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,1,72,0.694444,0.220213,0.217421,0.454667,0.442465,0.080676,0.366168,0.130050
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,2,72,0.625000,0.218893,0.218167,0.460234,0.454874,0.088209,0.360614,0.125743
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,3,72,0.555556,0.219492,0.214739,0.468495,0.447196,0.079999,0.367997,0.130452
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,4,72,0.625000,0.220234,0.197662,0.468051,0.455072,0.086337,0.360989,0.129214
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,5,72,0.625000,0.217072,0.216714,0.474584,0.466676,0.080877,0.367063,0.127586
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,in_distribution,6,72,0.638889,0.213338,0.217638,0.465854,0.461737,0.083221,0.359987,0.123005
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,0,72,0.611111,0.231279,0.220650,0.440589,0.448462,0.088247,0.377665,0.130646
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,1,72,0.611111,0.221901,0.223899,0.453071,0.455219,0.091266,0.368861,0.132038
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,2,72,0.569444,0.230086,0.225479,0.450591,0.442810,0.085587,0.377295,0.131530
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,3,72,0.569444,0.233442,0.228010,0.457019,0.438992,0.087353,0.370476,0.129841
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,4,72,0.638889,0.237819,0.226402,0.444319,0.434718,0.090693,0.381950,0.128247
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,5,72,0.625000,0.226563,0.229642,0.450315,0.429721,0.090224,0.370693,0.123917
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,6,72,0.638889,0.234270,0.230657,0.457572,0.430346,0.092962,0.382145,0.133433
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,0,72,0.583333,0.230076,0.222977,0.448956,0.424888,0.092456,0.377765,0.126511
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,1,72,0.652778,0.228764,0.229482,0.449754,0.432742,0.086091,0.380881,0.134710
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,2,72,0.527778,0.241158,0.221720,0.425894,0.460650,0.092770,0.375145,0.134421
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,3,72,0.680556,0.237146,0.223422,0.456361,0.452620,0.092555,0.381966,0.134397
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,4,72,0.722222,0.237152,0.221326,0.449818,0.462106,0.090663,0.380302,0.127864
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,5,72,0.569444,0.238376,0.224744,0.427218,0.427417,0.088895,0.381261,0.135769
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,6,72,0.597222,0.241814,0.232282,0.446555,0.441590,0.090089,0.378927,0.136154
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,0,72,0.597222,0.233297,0.236684,0.444291,0.443935,0.088754,0.373096,0.132388
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,1,72,0.583333,0.241795,0.230122,0.453649,0.429153,0.092934,0.369473,0.124986
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,2,72,0.638889,0.229772,0.225070,0.460806,0.471407,0.090157,0.373746,0.129233
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,3,72,0.569444,0.232260,0.224821,0.450170,0.416085,0.087257,0.372767,0.128617
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,4,72,0.652778,0.233980,0.217144,0.454394,0.439259,0.091541,0.379884,0.129270
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,5,72,0.458333,0.232286,0.220044,0.446713,0.425714,0.087744,0.375846,0.128560
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,6,72,0.555556,0.223224,0.232465,0.443916,0.457300,0.091336,0.375729,0.133772
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,0,72,0.472222,0.256498,0.251883,0.422752,0.410774,0.091963,0.390583,0.142387
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,1,72,0.444444,0.249270,0.242902,0.420202,0.424462,0.099394,0.394079,0.140187
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,2,72,0.569444,0.254160,0.251761,0.432628,0.402121,0.090253,0.389192,0.136935
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,3,72,0.652778,0.247208,0.235991,0.428975,0.408792,0.094487,0.389352,0.134071
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,4,72,0.666667,0.264543,0.254950,0.422894,0.416655,0.096101,0.388402,0.141193
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,5,72,0.513889,0.255927,0.248427,0.441377,0.439144,0.095038,0.391273,0.139693
cem_trajectory_composer,drawer_to_pick_transfer,contact_mode_transition,combined_stress,6,72,0.597222,0.254361,0.251972,0.445680,0.415693,0.089723,0.388975,0.135183
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,0,72,0.666667,0.215143,0.205196,0.481792,0.474616,0.080395,0.356896,0.122512
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,1,72,0.750000,0.215313,0.194690,0.470162,0.474208,0.088374,0.362094,0.125247
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,2,72,0.611111,0.212678,0.198059,0.469981,0.451201,0.083022,0.353592,0.127852
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,3,72,0.611111,0.219059,0.202336,0.475258,0.467172,0.080333,0.356850,0.124811
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,4,72,0.750000,0.206445,0.203508,0.462452,0.474756,0.085382,0.355060,0.129831
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,5,72,0.722222,0.206431,0.201887,0.465062,0.456615,0.078983,0.364957,0.122608
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,in_distribution,6,72,0.680556,0.215666,0.204445,0.464043,0.458227,0.082572,0.361882,0.125634
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,0,72,0.666667,0.234025,0.222176,0.457970,0.428428,0.087485,0.364889,0.133711
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,1,72,0.597222,0.232724,0.220699,0.441526,0.448024,0.088178,0.373107,0.137890
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,2,72,0.652778,0.216934,0.220003,0.458951,0.435241,0.090446,0.375960,0.130928
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,3,72,0.597222,0.237798,0.225914,0.464958,0.442885,0.083962,0.368164,0.131612
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,4,72,0.694444,0.226635,0.219094,0.451559,0.427310,0.085486,0.376457,0.129256
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,5,72,0.555556,0.234597,0.223300,0.438838,0.441839,0.084351,0.381701,0.138481
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,new_skill_pair,6,72,0.638889,0.233865,0.221854,0.458004,0.436417,0.086407,0.362340,0.131041
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,0,72,0.722222,0.230326,0.221384,0.466207,0.451662,0.087088,0.374749,0.129082
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,1,72,0.638889,0.230851,0.227824,0.454741,0.433072,0.089530,0.367289,0.120483
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,2,72,0.680556,0.236870,0.221433,0.439470,0.440621,0.088972,0.376998,0.136228
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,3,72,0.625000,0.228491,0.220139,0.455244,0.452330,0.090191,0.377473,0.124756
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,4,72,0.597222,0.233755,0.224725,0.455332,0.462389,0.090480,0.373696,0.129477
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,5,72,0.555556,0.230167,0.229921,0.434893,0.452257,0.089025,0.374858,0.134783
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,shifted_objects,6,72,0.569444,0.230044,0.239346,0.449859,0.434133,0.087592,0.370248,0.129350
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,0,72,0.611111,0.233264,0.226052,0.450619,0.447355,0.086118,0.370262,0.137660
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,1,72,0.541667,0.230288,0.211989,0.455608,0.440898,0.088778,0.370013,0.131497
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,2,72,0.666667,0.226926,0.222699,0.457124,0.456409,0.086048,0.373686,0.123905
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,3,72,0.694444,0.235083,0.216382,0.441984,0.446751,0.087201,0.372631,0.125865
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,4,72,0.569444,0.221667,0.229375,0.468238,0.462673,0.087639,0.373523,0.124532
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,5,72,0.527778,0.229453,0.208417,0.455187,0.432651,0.091708,0.368833,0.132705
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,long_horizon_chain,6,72,0.541667,0.232813,0.221605,0.455064,0.446977,0.084170,0.367862,0.135991
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,0,72,0.583333,0.251244,0.235399,0.435555,0.418361,0.098334,0.388203,0.134608
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,1,72,0.597222,0.241151,0.235462,0.443691,0.417697,0.091368,0.381299,0.134383
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,2,72,0.527778,0.261153,0.225242,0.435063,0.408549,0.093972,0.389998,0.138769
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,3,72,0.569444,0.244645,0.235228,0.443533,0.435886,0.090206,0.386809,0.135279
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,4,72,0.500000,0.248131,0.235739,0.429371,0.434681,0.093134,0.383822,0.135072
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,5,72,0.611111,0.249621,0.239751,0.443873,0.430141,0.087724,0.385413,0.140672
cem_trajectory_composer,drawer_to_pick_transfer,partial_observability,combined_stress,6,72,0.611111,0.255703,0.228488,0.453743,0.424885,0.085273,0.385307,0.132085
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,0,72,0.555556,0.231462,0.211398,0.469415,0.452619,0.085561,0.363367,0.132817
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,1,72,0.611111,0.224497,0.213057,0.454549,0.458796,0.087824,0.371382,0.129705
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,2,72,0.625000,0.223578,0.207433,0.469299,0.441729,0.085995,0.365336,0.122180
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,3,72,0.652778,0.215567,0.217018,0.482977,0.464263,0.083889,0.369831,0.133824
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,4,72,0.611111,0.228757,0.218748,0.484281,0.455099,0.090065,0.365155,0.130870
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,5,72,0.597222,0.234122,0.205706,0.469511,0.439331,0.087514,0.362270,0.130494
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,6,72,0.694444,0.227927,0.213048,0.454503,0.450045,0.086849,0.367292,0.127813
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,0,72,0.625000,0.238594,0.235296,0.438665,0.435909,0.089691,0.376214,0.130298
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,1,72,0.597222,0.232743,0.231377,0.456751,0.441262,0.091164,0.378749,0.130245
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,2,72,0.597222,0.240578,0.233763,0.443795,0.425463,0.088973,0.375436,0.139728
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,3,72,0.569444,0.238076,0.235173,0.462486,0.441309,0.089075,0.376822,0.128149
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,4,72,0.694444,0.254992,0.219421,0.466877,0.440980,0.088450,0.369658,0.129554
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,5,72,0.500000,0.239524,0.230709,0.439100,0.427299,0.088593,0.382892,0.128097
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,6,72,0.652778,0.231577,0.234495,0.445248,0.433029,0.087428,0.376623,0.128602
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,0,72,0.583333,0.243509,0.232927,0.441698,0.434090,0.086525,0.383458,0.133601
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,1,72,0.555556,0.240983,0.235881,0.438265,0.424290,0.088489,0.380308,0.138790
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,2,72,0.500000,0.252286,0.230387,0.434220,0.432912,0.087948,0.379972,0.129289
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,3,72,0.555556,0.242325,0.221788,0.448920,0.436729,0.091522,0.378667,0.134896
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,4,72,0.597222,0.234620,0.224274,0.456899,0.427656,0.093241,0.380850,0.136697
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,5,72,0.569444,0.239367,0.229826,0.456619,0.439128,0.092305,0.383165,0.133224
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,6,72,0.638889,0.239141,0.231915,0.432004,0.423534,0.090885,0.371123,0.131973
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,0,72,0.527778,0.235053,0.222769,0.453518,0.456651,0.089569,0.381141,0.130640
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,1,72,0.583333,0.236340,0.227298,0.458088,0.428645,0.092213,0.379075,0.128203
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,2,72,0.555556,0.237017,0.218082,0.454736,0.432455,0.090293,0.374018,0.130095
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,3,72,0.527778,0.233742,0.230390,0.470516,0.445248,0.086704,0.386206,0.125507
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,4,72,0.611111,0.224910,0.228248,0.442330,0.440748,0.092085,0.380317,0.134306
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,5,72,0.500000,0.233207,0.227887,0.447291,0.438373,0.087583,0.375106,0.131557
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,6,72,0.555556,0.239216,0.231727,0.463615,0.437153,0.086568,0.371121,0.125536
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,0,72,0.500000,0.264353,0.249407,0.416672,0.387527,0.096283,0.385844,0.133933
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,1,72,0.500000,0.253653,0.252363,0.442737,0.418115,0.098146,0.387901,0.132023
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,2,72,0.458333,0.264551,0.247496,0.437291,0.399006,0.094103,0.385939,0.133894
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,3,72,0.472222,0.258719,0.242357,0.424710,0.420828,0.093864,0.392010,0.144297
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,4,72,0.625000,0.266629,0.240926,0.433373,0.414707,0.092993,0.394664,0.136045
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,5,72,0.569444,0.250746,0.257267,0.409106,0.396951,0.092063,0.390645,0.143684
cem_trajectory_composer,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,6,72,0.500000,0.258561,0.244534,0.430477,0.414883,0.094520,0.395603,0.137176
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,0,72,0.722222,0.250142,0.232510,0.442092,0.418407,0.093697,0.385688,0.132156
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,1,72,0.555556,0.242978,0.232519,0.451309,0.419722,0.091803,0.379853,0.130399
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,2,72,0.541667,0.243104,0.234911,0.447004,0.417884,0.090733,0.383235,0.136672
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,3,72,0.555556,0.239678,0.230818,0.439031,0.429581,0.095664,0.377897,0.129945
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,4,72,0.541667,0.244236,0.224088,0.434121,0.438187,0.097341,0.386384,0.128859
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,5,72,0.541667,0.250409,0.224060,0.445625,0.415236,0.095824,0.382944,0.137558
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,in_distribution,6,72,0.555556,0.239780,0.232716,0.452320,0.432063,0.089815,0.382522,0.139084
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,0,72,0.472222,0.252732,0.256479,0.429451,0.407854,0.101616,0.394773,0.142416
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,1,72,0.500000,0.262743,0.250378,0.429231,0.410018,0.095592,0.391555,0.130520
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,2,72,0.527778,0.260534,0.245659,0.432070,0.426809,0.095741,0.390982,0.130830
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,3,72,0.472222,0.272506,0.257940,0.438401,0.420128,0.100101,0.394525,0.134506
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,4,72,0.597222,0.259641,0.249298,0.406231,0.412848,0.096989,0.395334,0.136351
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,5,72,0.527778,0.260404,0.254591,0.426341,0.425083,0.098589,0.389970,0.138444
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,6,72,0.569444,0.260079,0.245338,0.426488,0.402817,0.093162,0.391444,0.134332
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,0,72,0.458333,0.262356,0.256949,0.412723,0.411644,0.095110,0.398715,0.144714
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,1,72,0.527778,0.272865,0.246111,0.422060,0.395393,0.095276,0.396122,0.138810
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,2,72,0.625000,0.264514,0.255127,0.428239,0.410589,0.097077,0.394332,0.137729
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,3,72,0.500000,0.265051,0.247849,0.410435,0.400432,0.097761,0.402224,0.139979
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,4,72,0.430556,0.262306,0.264768,0.406770,0.407363,0.097606,0.392985,0.142284
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,5,72,0.513889,0.258354,0.255796,0.411956,0.414615,0.101023,0.395099,0.144997
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,6,72,0.541667,0.263631,0.253550,0.445578,0.398322,0.103832,0.394189,0.135207
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,0,72,0.486111,0.260221,0.254395,0.419803,0.411687,0.091891,0.397338,0.131111
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,1,72,0.597222,0.256947,0.251197,0.431717,0.404151,0.099756,0.392836,0.137478
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,2,72,0.416667,0.261179,0.242596,0.418869,0.399837,0.095543,0.393811,0.139711
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,3,72,0.472222,0.254313,0.252524,0.420488,0.401388,0.100883,0.386243,0.130789
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,4,72,0.611111,0.262704,0.253639,0.427765,0.428769,0.099400,0.393195,0.141378
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,5,72,0.500000,0.262501,0.250060,0.433988,0.399908,0.098461,0.395953,0.128748
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,6,72,0.486111,0.260810,0.237633,0.413634,0.392660,0.097748,0.389097,0.137389
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,combined_stress,0,72,0.472222,0.290926,0.265450,0.393661,0.410394,0.103698,0.406434,0.146796
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,combined_stress,1,72,0.472222,0.283261,0.271673,0.402629,0.387014,0.101876,0.416579,0.142056
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,combined_stress,2,72,0.500000,0.285137,0.273012,0.407625,0.388682,0.103270,0.403763,0.148274
cem_trajectory_composer,drawer_to_pick_transfer,combined_seam_stress,combined_stress,3,72,0.583333,0.273785,0.263691,0.393562,0.375235,0.101929,0.406180,0.146985
