ablation,task,regime,seed,success_rate,interpretation
full_energy_landscape_composer,peg_place_regrasp,contact_mode_transition,4,0.680556,all components
full_energy_landscape_composer,peg_place_regrasp,contact_mode_transition,5,0.708333,all components
full_energy_landscape_composer,peg_place_regrasp,contact_mode_transition,6,0.652778,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,0,0.819444,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,1,0.805556,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,2,0.694444,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,3,0.638889,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,4,0.694444,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,5,0.750000,all components
full_energy_landscape_composer,peg_place_regrasp,partial_observability,6,0.819444,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,0,0.708333,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,1,0.722222,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,2,0.791667,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,3,0.680556,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,4,0.708333,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,5,0.763889,all components
full_energy_landscape_composer,peg_place_regrasp,dynamics_mismatch,6,0.694444,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,0,0.750000,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,1,0.666667,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,2,0.666667,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,3,0.708333,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,4,0.652778,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,5,0.625000,all components
full_energy_landscape_composer,peg_place_regrasp,combined_seam_stress,6,0.611111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,0,0.791667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,1,0.736111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,2,0.833333,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,3,0.763889,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,4,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,5,0.791667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nominal,6,0.777778,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,0,0.736111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,1,0.652778,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,2,0.750000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,3,0.694444,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,4,0.708333,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,5,0.666667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,narrow_basin,6,0.625000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,0,0.680556,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,1,0.805556,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,2,0.666667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,3,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,4,0.708333,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,5,0.750000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,high_barrier,6,0.819444,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,0,0.763889,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,1,0.736111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,2,0.805556,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,3,0.833333,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,4,0.694444,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,5,0.736111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,nonconvex_energy,6,0.805556,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,0,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,1,0.652778,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,2,0.680556,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,3,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,4,0.611111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,5,0.638889,all components
full_energy_landscape_composer,drawer_to_pick_transfer,contact_mode_transition,6,0.791667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,0,0.736111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,1,0.763889,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,2,0.819444,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,3,0.680556,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,4,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,5,0.777778,all components
full_energy_landscape_composer,drawer_to_pick_transfer,partial_observability,6,0.750000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,0,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,1,0.750000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,2,0.819444,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,3,0.694444,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,4,0.708333,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,5,0.625000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,dynamics_mismatch,6,0.666667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,0,0.750000,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,1,0.722222,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,2,0.791667,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,3,0.638889,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,4,0.611111,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,5,0.763889,all components
full_energy_landscape_composer,drawer_to_pick_transfer,combined_seam_stress,6,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,0,0.805556,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,1,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,2,0.819444,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,3,0.833333,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,4,0.722222,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,5,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,nominal,6,0.763889,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,0,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,1,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,2,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,3,0.777778,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,4,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,5,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,narrow_basin,6,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,0,0.763889,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,1,0.666667,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,2,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,3,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,4,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,5,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,high_barrier,6,0.805556,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,0,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,1,0.722222,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,2,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,3,0.722222,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,4,0.625000,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,5,0.611111,all components
full_energy_landscape_composer,mobile_push_then_grasp,nonconvex_energy,6,0.597222,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,0,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,1,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,2,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,3,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,4,0.805556,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,5,0.763889,all components
full_energy_landscape_composer,mobile_push_then_grasp,contact_mode_transition,6,0.763889,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,0,0.722222,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,1,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,2,0.666667,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,3,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,4,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,5,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,partial_observability,6,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,0,0.611111,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,1,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,2,0.763889,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,3,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,4,0.722222,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,5,0.708333,all components
full_energy_landscape_composer,mobile_push_then_grasp,dynamics_mismatch,6,0.666667,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,0,0.680556,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,1,0.750000,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,2,0.541667,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,3,0.736111,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,4,0.597222,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,5,0.722222,all components
full_energy_landscape_composer,mobile_push_then_grasp,combined_seam_stress,6,0.638889,all components
full_energy_landscape_composer,tool_use_handover,nominal,0,0.763889,all components
full_energy_landscape_composer,tool_use_handover,nominal,1,0.777778,all components
full_energy_landscape_composer,tool_use_handover,nominal,2,0.777778,all components
full_energy_landscape_composer,tool_use_handover,nominal,3,0.736111,all components
full_energy_landscape_composer,tool_use_handover,nominal,4,0.694444,all components
full_energy_landscape_composer,tool_use_handover,nominal,5,0.708333,all components
full_energy_landscape_composer,tool_use_handover,nominal,6,0.736111,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,0,0.861111,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,1,0.750000,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,2,0.833333,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,3,0.722222,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,4,0.708333,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,5,0.750000,all components
full_energy_landscape_composer,tool_use_handover,narrow_basin,6,0.736111,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,0,0.736111,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,1,0.708333,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,2,0.736111,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,3,0.708333,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,4,0.708333,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,5,0.763889,all components
full_energy_landscape_composer,tool_use_handover,high_barrier,6,0.666667,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,0,0.777778,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,1,0.680556,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,2,0.736111,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,3,0.708333,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,4,0.680556,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,5,0.791667,all components
full_energy_landscape_composer,tool_use_handover,nonconvex_energy,6,0.625000,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,0,0.736111,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,1,0.805556,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,2,0.805556,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,3,0.708333,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,4,0.694444,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,5,0.736111,all components
full_energy_landscape_composer,tool_use_handover,contact_mode_transition,6,0.694444,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,0,0.777778,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,1,0.708333,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,2,0.750000,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,3,0.750000,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,4,0.722222,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,5,0.736111,all components
full_energy_landscape_composer,tool_use_handover,partial_observability,6,0.708333,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,0,0.763889,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,1,0.722222,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,2,0.666667,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,3,0.736111,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,4,0.638889,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,5,0.763889,all components
full_energy_landscape_composer,tool_use_handover,dynamics_mismatch,6,0.652778,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,0,0.652778,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,1,0.652778,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,2,0.722222,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,3,0.722222,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,4,0.625000,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,5,0.666667,all components
full_energy_landscape_composer,tool_use_handover,combined_seam_stress,6,0.763889,all components
full_energy_landscape_composer,door_open_navigation,nominal,0,0.722222,all components
full_energy_landscape_composer,door_open_navigation,nominal,1,0.861111,all components
full_energy_landscape_composer,door_open_navigation,nominal,2,0.833333,all components
full_energy_landscape_composer,door_open_navigation,nominal,3,0.847222,all components
full_energy_landscape_composer,door_open_navigation,nominal,4,0.736111,all components
full_energy_landscape_composer,door_open_navigation,nominal,5,0.833333,all components
full_energy_landscape_composer,door_open_navigation,nominal,6,0.805556,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,0,0.750000,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,1,0.819444,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,2,0.763889,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,3,0.819444,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,4,0.750000,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,5,0.652778,all components
full_energy_landscape_composer,door_open_navigation,narrow_basin,6,0.750000,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,0,0.666667,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,1,0.819444,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,2,0.777778,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,3,0.694444,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,4,0.750000,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,5,0.694444,all components
full_energy_landscape_composer,door_open_navigation,high_barrier,6,0.736111,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,0,0.708333,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,1,0.694444,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,2,0.638889,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,3,0.736111,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,4,0.722222,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,5,0.708333,all components
full_energy_landscape_composer,door_open_navigation,nonconvex_energy,6,0.625000,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,0,0.680556,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,1,0.569444,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,2,0.666667,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,3,0.791667,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,4,0.666667,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,5,0.694444,all components
full_energy_landscape_composer,door_open_navigation,contact_mode_transition,6,0.694444,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,0,0.750000,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,1,0.763889,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,2,0.722222,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,3,0.722222,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,4,0.694444,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,5,0.722222,all components
full_energy_landscape_composer,door_open_navigation,partial_observability,6,0.736111,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,0,0.694444,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,1,0.736111,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,2,0.722222,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,3,0.638889,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,4,0.791667,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,5,0.666667,all components
full_energy_landscape_composer,door_open_navigation,dynamics_mismatch,6,0.736111,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,0,0.680556,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,1,0.638889,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,2,0.694444,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,3,0.666667,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,4,0.694444,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,5,0.680556,all components
full_energy_landscape_composer,door_open_navigation,combined_seam_stress,6,0.652778,all components
full_energy_landscape_composer,cable_route_insert,nominal,0,0.777778,all components
full_energy_landscape_composer,cable_route_insert,nominal,1,0.736111,all components
full_energy_landscape_composer,cable_route_insert,nominal,2,0.736111,all components
full_energy_landscape_composer,cable_route_insert,nominal,3,0.791667,all components
full_energy_landscape_composer,cable_route_insert,nominal,4,0.722222,all components
full_energy_landscape_composer,cable_route_insert,nominal,5,0.708333,all components
full_energy_landscape_composer,cable_route_insert,nominal,6,0.722222,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,0,0.638889,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,1,0.708333,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,2,0.777778,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,3,0.652778,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,4,0.736111,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,5,0.625000,all components
full_energy_landscape_composer,cable_route_insert,narrow_basin,6,0.694444,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,0,0.750000,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,1,0.777778,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,2,0.694444,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,3,0.722222,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,4,0.736111,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,5,0.722222,all components
full_energy_landscape_composer,cable_route_insert,high_barrier,6,0.666667,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,0,0.736111,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,1,0.638889,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,2,0.666667,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,3,0.722222,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,4,0.708333,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,5,0.638889,all components
full_energy_landscape_composer,cable_route_insert,nonconvex_energy,6,0.694444,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,0,0.694444,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,1,0.763889,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,2,0.638889,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,3,0.597222,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,4,0.805556,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,5,0.722222,all components
full_energy_landscape_composer,cable_route_insert,contact_mode_transition,6,0.736111,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,0,0.750000,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,1,0.694444,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,2,0.680556,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,3,0.652778,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,4,0.791667,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,5,0.750000,all components
full_energy_landscape_composer,cable_route_insert,partial_observability,6,0.750000,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,0,0.708333,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,1,0.652778,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,2,0.708333,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,3,0.694444,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,4,0.736111,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,5,0.763889,all components
full_energy_landscape_composer,cable_route_insert,dynamics_mismatch,6,0.736111,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,0,0.555556,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,1,0.638889,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,2,0.666667,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,3,0.680556,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,4,0.652778,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,5,0.638889,all components
full_energy_landscape_composer,cable_route_insert,combined_seam_stress,6,0.680556,all components
minus_basin_overlap,peg_place_regrasp,nominal,0,0.638889,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,nominal,1,0.666667,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,nominal,2,0.597222,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,nominal,3,0.583333,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,nominal,4,0.638889,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,nominal,5,0.638889,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,nominal,6,0.694444,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,0,0.569444,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,1,0.694444,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,2,0.666667,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,3,0.680556,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,4,0.722222,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,5,0.694444,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,narrow_basin,6,0.597222,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,high_barrier,0,0.569444,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,high_barrier,1,0.680556,removes basin-overlap score
minus_basin_overlap,peg_place_regrasp,high_barrier,2,0.694444,removes basin-overlap score
