stress_level,method,seed,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
0.000000,energy_compatibility_heuristic,4,0.614583,0.193432,0.190835,0.517796,0.498286,0.084017,0.308107,0.153758,0.074599,0.091565,0.310247,0.285362,0.293404,0.048743,0.002418,0.002566,0.002272,0.002335,0.001601,0.000647,0.002736,0.000714,0.001196,0.003982,0.003642,0.049576,384
0.000000,energy_compatibility_heuristic,5,0.596354,0.193548,0.190978,0.516444,0.499283,0.083837,0.308399,0.153712,0.074612,0.091447,0.310731,0.285061,0.274973,0.049137,0.002357,0.002483,0.002319,0.002345,0.001622,0.000657,0.002671,0.000704,0.001203,0.003865,0.003612,0.050801,384
0.000000,energy_compatibility_heuristic,6,0.617188,0.193612,0.190341,0.516337,0.498491,0.083896,0.308369,0.153908,0.074513,0.091902,0.310406,0.284662,0.295843,0.048681,0.002383,0.002482,0.002291,0.002410,0.001627,0.000673,0.002671,0.000700,0.001246,0.003931,0.003574,0.049633,384
0.000000,energy_compatibility_heuristic,7,0.611979,0.193985,0.191129,0.517605,0.499683,0.083832,0.308486,0.153164,0.074527,0.091396,0.310814,0.285575,0.290858,0.048804,0.002440,0.002489,0.002307,0.002485,0.001585,0.000650,0.002705,0.000702,0.001199,0.003963,0.003626,0.049948,384
0.000000,energy_compatibility_heuristic,8,0.546875,0.193550,0.190596,0.517083,0.498169,0.083784,0.308072,0.153925,0.074460,0.091788,0.310083,0.284638,0.225737,0.049855,0.002423,0.002489,0.002402,0.002482,0.001587,0.000655,0.002683,0.000717,0.001185,0.003956,0.003627,0.051446,384
0.000000,energy_compatibility_heuristic,9,0.593750,0.194236,0.190647,0.517063,0.498721,0.083857,0.307998,0.153790,0.074793,0.091535,0.311028,0.285699,0.272013,0.049188,0.002395,0.002500,0.002297,0.002362,0.001585,0.000697,0.002710,0.000705,0.001181,0.003922,0.003621,0.050420,384
0.000000,option_graph_planner,0,0.395833,0.277021,0.262174,0.372927,0.357047,0.088437,0.162601,0.179603,0.083859,0.086959,0.442615,0.407753,-0.121718,0.048977,0.002832,0.002940,0.002772,0.002818,0.001603,0.000522,0.002777,0.000710,0.001212,0.004594,0.004221,0.052051,384
0.000000,option_graph_planner,1,0.411458,0.277700,0.262682,0.372945,0.356220,0.088798,0.162687,0.179736,0.083826,0.086893,0.443719,0.408458,-0.107739,0.049284,0.002836,0.002893,0.002840,0.002889,0.001593,0.000495,0.002853,0.000733,0.001211,0.004607,0.004225,0.051442,384
0.000000,option_graph_planner,2,0.401042,0.277649,0.262344,0.373192,0.356728,0.088487,0.162088,0.179383,0.083844,0.086897,0.443491,0.408545,-0.116991,0.049085,0.002834,0.002914,0.002769,0.002847,0.001552,0.000526,0.002805,0.000704,0.001191,0.004610,0.004190,0.050783,384
0.000000,option_graph_planner,3,0.421875,0.277815,0.263218,0.372933,0.356620,0.088824,0.162433,0.179455,0.083718,0.087236,0.443990,0.408672,-0.097583,0.049461,0.002831,0.002892,0.002806,0.002897,0.001583,0.000510,0.002811,0.000725,0.001203,0.004602,0.004216,0.052215,384
0.000000,option_graph_planner,4,0.372396,0.277217,0.262455,0.372670,0.356714,0.088658,0.162863,0.179368,0.084053,0.086790,0.442805,0.407805,-0.145972,0.048417,0.002841,0.002928,0.002773,0.002897,0.001581,0.000524,0.002802,0.000667,0.001178,0.004603,0.004231,0.049767,384
0.000000,option_graph_planner,5,0.395833,0.276981,0.262954,0.372848,0.356800,0.088686,0.162036,0.179380,0.083782,0.087035,0.442944,0.407710,-0.122385,0.048977,0.002800,0.002929,0.002784,0.002781,0.001588,0.000529,0.002806,0.000721,0.001215,0.004551,0.004176,0.051439,384
0.000000,option_graph_planner,6,0.442708,0.278045,0.262622,0.373078,0.356234,0.088467,0.161911,0.179656,0.084021,0.087033,0.444396,0.408660,-0.076248,0.049746,0.002826,0.002895,0.002842,0.002908,0.001589,0.000487,0.002821,0.000710,0.001189,0.004592,0.004206,0.052101,384
0.000000,option_graph_planner,7,0.390625,0.277514,0.262311,0.373355,0.356792,0.088559,0.162759,0.179293,0.084112,0.086955,0.443275,0.408180,-0.127550,0.048863,0.002829,0.002902,0.002777,0.002779,0.001584,0.000525,0.002816,0.000717,0.001197,0.004548,0.004224,0.050975,384
0.000000,option_graph_planner,8,0.395833,0.277144,0.262766,0.372825,0.356732,0.088539,0.162283,0.179716,0.083819,0.087049,0.443240,0.407562,-0.122497,0.048977,0.002828,0.002917,0.002799,0.002848,0.001608,0.000509,0.002807,0.000698,0.001178,0.004565,0.004225,0.050644,384
0.000000,option_graph_planner,9,0.398438,0.277085,0.262481,0.373268,0.357077,0.088614,0.162702,0.179455,0.084057,0.087130,0.443259,0.407984,-0.119577,0.049032,0.002855,0.002911,0.002796,0.002899,0.001609,0.000511,0.002773,0.000702,0.001201,0.004596,0.004230,0.050404,384
0.000000,oracle_basin_composer,0,0.877604,0.032670,0.052988,0.865296,0.839665,0.067907,0.151764,0.093289,0.045221,0.109902,0.042755,0.040461,1.105311,0.032824,0.001626,0.001809,0.001372,0.001453,0.001612,0.000456,0.002508,0.000719,0.001192,0.002567,0.002365,0.033674,384
0.000000,oracle_basin_composer,1,0.898438,0.032128,0.053117,0.865072,0.839535,0.067774,0.151925,0.093197,0.044930,0.109873,0.042391,0.039828,1.126693,0.030253,0.001647,0.001805,0.001396,0.001467,0.001603,0.000449,0.002481,0.000681,0.001205,0.002570,0.002361,0.031028,384
0.000000,oracle_basin_composer,2,0.914062,0.032044,0.053045,0.863871,0.839979,0.068133,0.152007,0.093521,0.045341,0.109442,0.043065,0.039861,1.141542,0.028070,0.001590,0.001774,0.001372,0.001460,0.001607,0.000417,0.002473,0.000680,0.001180,0.002508,0.002278,0.028363,384
0.000000,oracle_basin_composer,3,0.893229,0.032303,0.052340,0.865059,0.839252,0.067912,0.152118,0.093378,0.045325,0.109927,0.042062,0.039674,1.121398,0.030929,0.001598,0.001789,0.001382,0.001508,0.001602,0.000439,0.002529,0.000687,0.001175,0.002490,0.002300,0.031643,384
0.000000,oracle_basin_composer,4,0.924479,0.032414,0.052945,0.865447,0.839764,0.067895,0.152396,0.092743,0.045391,0.109802,0.042315,0.039971,1.152554,0.026463,0.001608,0.001761,0.001346,0.001474,0.001576,0.000438,0.002492,0.000717,0.001184,0.002493,0.002325,0.027571,384
0.000000,oracle_basin_composer,5,0.893229,0.032956,0.052745,0.865406,0.840592,0.067810,0.152001,0.092933,0.045131,0.109688,0.042648,0.040778,1.121474,0.030929,0.001656,0.001780,0.001398,0.001539,0.001587,0.000433,0.002491,0.000693,0.001177,0.002523,0.002363,0.031959,384
0.000000,oracle_basin_composer,6,0.880208,0.032612,0.052976,0.864883,0.839241,0.067997,0.151651,0.093460,0.045184,0.109745,0.042309,0.040376,1.107637,0.032521,0.001637,0.001758,0.001448,0.001492,0.001613,0.000441,0.002431,0.000705,0.001205,0.002521,0.002340,0.033111,384
0.000000,oracle_basin_composer,7,0.882812,0.032180,0.052642,0.865022,0.839137,0.067765,0.152104,0.092978,0.045017,0.109807,0.041998,0.040120,1.111320,0.032213,0.001619,0.001764,0.001368,0.001476,0.001572,0.000426,0.002477,0.000704,0.001183,0.002506,0.002328,0.033469,384
0.000000,oracle_basin_composer,8,0.903646,0.032481,0.053007,0.866002,0.838944,0.067918,0.151923,0.092905,0.045296,0.109706,0.042788,0.040440,1.131637,0.029552,0.001622,0.001772,0.001516,0.001575,0.001604,0.000443,0.002484,0.000700,0.001222,0.002524,0.002357,0.029965,384
0.000000,oracle_basin_composer,9,0.911458,0.032471,0.052863,0.865303,0.840055,0.068073,0.152359,0.092842,0.044749,0.109856,0.042348,0.040000,1.139698,0.028451,0.001651,0.001793,0.001356,0.001524,0.001606,0.000420,0.002488,0.000694,0.001176,0.002536,0.002381,0.028805,384
0.000000,proposed_energy_landscape_composer_v4_1,0,0.713542,0.118324,0.126305,0.677843,0.657885,0.076981,0.237221,0.125658,0.062233,0.098853,0.186141,0.171194,0.646645,0.045279,0.002034,0.002144,0.001850,0.002035,0.001599,0.000557,0.002593,0.000707,0.001171,0.003309,0.003055,0.046251,384
0.000000,proposed_energy_landscape_composer_v4_1,1,0.690104,0.118334,0.126604,0.677423,0.657535,0.077139,0.236997,0.125638,0.062262,0.098768,0.186533,0.171377,0.622639,0.046315,0.002083,0.002127,0.001941,0.002065,0.001609,0.000585,0.002615,0.000681,0.001177,0.003409,0.003087,0.046675,384
0.000000,proposed_energy_landscape_composer_v4_1,2,0.697917,0.118490,0.126472,0.677093,0.657949,0.077203,0.237116,0.125964,0.061845,0.099049,0.186366,0.171852,0.630359,0.045986,0.002062,0.002116,0.001943,0.002111,0.001592,0.000552,0.002608,0.000710,0.001220,0.003371,0.003073,0.046991,384
0.000000,proposed_energy_landscape_composer_v4_1,3,0.687500,0.118490,0.126057,0.678034,0.658278,0.076999,0.237290,0.125452,0.062236,0.099243,0.186315,0.171318,0.620821,0.046421,0.002084,0.002151,0.001984,0.002056,0.001568,0.000555,0.002629,0.000692,0.001211,0.003391,0.003096,0.047022,384
0.000000,proposed_energy_landscape_composer_v4_1,4,0.716146,0.118349,0.126407,0.677701,0.658351,0.077303,0.237215,0.125389,0.062241,0.098930,0.186612,0.171427,0.649022,0.045155,0.002081,0.002191,0.001845,0.002005,0.001572,0.000551,0.002598,0.000687,0.001196,0.003387,0.003144,0.046080,384
0.000000,proposed_energy_landscape_composer_v4_1,5,0.697917,0.118510,0.126564,0.678217,0.657603,0.076660,0.237184,0.125712,0.062313,0.099500,0.186726,0.171264,0.630827,0.045986,0.002041,0.002155,0.002001,0.002054,0.001602,0.000562,0.002590,0.000706,0.001173,0.003394,0.003115,0.047104,384
0.000000,proposed_energy_landscape_composer_v4_1,6,0.731771,0.118719,0.126254,0.677194,0.657713,0.077105,0.237198,0.125586,0.061813,0.099096,0.186519,0.171874,0.664425,0.044371,0.002029,0.002110,0.001856,0.002166,0.001598,0.000556,0.002601,0.000727,0.001211,0.003331,0.003018,0.045781,384
0.000000,proposed_energy_landscape_composer_v4_1,7,0.708333,0.118200,0.126686,0.678065,0.657615,0.076923,0.237298,0.125385,0.062326,0.099025,0.186399,0.171313,0.641311,0.045522,0.002082,0.002155,0.001952,0.002026,0.001563,0.000544,0.002631,0.000721,0.001211,0.003455,0.003116,0.046737,384
0.000000,proposed_energy_landscape_composer_v4_1,8,0.747396,0.118411,0.126724,0.677759,0.658414,0.077414,0.237481,0.125480,0.062085,0.098653,0.186689,0.171402,0.679901,0.043516,0.002062,0.002111,0.001947,0.002045,0.001594,0.000566,0.002611,0.000719,0.001224,0.003329,0.003085,0.044366,384
0.000000,proposed_energy_landscape_composer_v4_1,9,0.700521,0.117990,0.126286,0.676554,0.657390,0.076843,0.237304,0.125725,0.062155,0.099263,0.185541,0.170856,0.633454,0.045872,0.002061,0.002149,0.001907,0.002037,0.001591,0.000560,0.002597,0.000703,0.001184,0.003336,0.003066,0.046591,384
0.000000,tamp_feasibility_screen,0,0.619792,0.173274,0.171607,0.535340,0.508414,0.081060,0.337277,0.149943,0.069502,0.095326,0.273765,0.252068,0.338992,0.048617,0.002339,0.002403,0.002184,0.002417,0.001589,0.000697,0.002687,0.000707,0.001184,0.003789,0.003510,0.050354,384
0.000000,tamp_feasibility_screen,1,0.619792,0.173193,0.171971,0.535337,0.508755,0.080749,0.337434,0.149681,0.069429,0.095735,0.273825,0.252219,0.339219,0.048617,0.002270,0.002418,0.002296,0.002314,0.001596,0.000733,0.002713,0.000726,0.001175,0.003751,0.003470,0.049946,384
0.000000,tamp_feasibility_screen,2,0.627604,0.173483,0.171903,0.534233,0.508158,0.080965,0.337315,0.150015,0.069731,0.095685,0.274176,0.251964,0.345846,0.048417,0.002279,0.002369,0.002339,0.002353,0.001643,0.000719,0.002688,0.000712,0.001199,0.003762,0.003413,0.049706,384
0.000000,tamp_feasibility_screen,3,0.638021,0.173142,0.172176,0.535225,0.508331,0.080863,0.337198,0.150271,0.069570,0.095727,0.274118,0.252134,0.356762,0.048130,0.002277,0.002421,0.002281,0.002402,0.001597,0.000710,0.002677,0.000691,0.001171,0.003740,0.003408,0.050166,384
0.000000,tamp_feasibility_screen,4,0.578125,0.173719,0.171940,0.535027,0.508847,0.081031,0.337504,0.149439,0.069882,0.095650,0.274649,0.252726,0.296652,0.049461,0.002279,0.002417,0.002361,0.002382,0.001611,0.000751,0.002662,0.000701,0.001216,0.003716,0.003460,0.050348,384
0.000000,tamp_feasibility_screen,5,0.643229,0.173518,0.171948,0.534693,0.508415,0.081035,0.337268,0.149388,0.069277,0.095304,0.274413,0.252531,0.362162,0.047977,0.002298,0.002420,0.002239,0.002283,0.001608,0.000709,0.002651,0.000697,0.001180,0.003799,0.003494,0.049645,384
0.000000,tamp_feasibility_screen,6,0.609375,0.173457,0.171937,0.535729,0.507950,0.081156,0.337433,0.149939,0.069497,0.095726,0.274195,0.252556,0.327930,0.048863,0.002291,0.002401,0.002350,0.002377,0.001582,0.000715,0.002706,0.000738,0.001178,0.003744,0.003486,0.050094,384
0.000000,tamp_feasibility_screen,7,0.570312,0.173693,0.172256,0.535000,0.508664,0.080888,0.337434,0.149888,0.069675,0.095730,0.274245,0.252878,0.288584,0.049578,0.002221,0.002405,0.002307,0.002262,0.001572,0.000751,0.002694,0.000720,0.001243,0.003675,0.003378,0.051057,384
0.000000,tamp_feasibility_screen,8,0.635417,0.173498,0.172214,0.534925,0.508211,0.080876,0.337497,0.149720,0.069149,0.095824,0.274531,0.252245,0.354072,0.048204,0.002289,0.002381,0.002263,0.002394,0.001611,0.000725,0.002720,0.000709,0.001220,0.003714,0.003449,0.049518,384
0.000000,tamp_feasibility_screen,9,0.580729,0.173245,0.172251,0.536134,0.508103,0.080919,0.337021,0.149434,0.069856,0.095752,0.274002,0.252345,0.299767,0.049419,0.002303,0.002379,0.002252,0.002357,0.001599,0.000744,0.002663,0.000707,0.001207,0.003748,0.003468,0.050882,384
0.166667,barrier_certified_energy_composer_v5,0,0.776042,0.070900,0.086908,0.755308,0.734646,0.072795,0.191407,0.114271,0.051900,0.106849,0.105484,0.098323,0.852465,0.041753,0.001659,0.001801,0.001513,0.001783,0.001476,0.000466,0.002521,0.000673,0.001091,0.002796,0.002529,0.042250,384
0.166667,barrier_certified_energy_composer_v5,1,0.804688,0.070897,0.086525,0.755127,0.734315,0.072945,0.191290,0.114350,0.052544,0.106595,0.105495,0.098006,0.880834,0.039704,0.001697,0.001809,0.001551,0.001751,0.001492,0.000443,0.002517,0.000646,0.001065,0.002840,0.002567,0.040546,384
0.166667,barrier_certified_energy_composer_v5,2,0.799479,0.070969,0.086956,0.756321,0.734690,0.072602,0.191399,0.114124,0.052405,0.106513,0.105675,0.098060,0.876184,0.040100,0.001645,0.001811,0.001521,0.001729,0.001490,0.000494,0.002533,0.000660,0.001113,0.002752,0.002493,0.040388,384
0.166667,barrier_certified_energy_composer_v5,3,0.812500,0.071221,0.086786,0.756183,0.735449,0.072573,0.191385,0.114408,0.051967,0.106978,0.105861,0.098242,0.889338,0.039090,0.001645,0.001795,0.001595,0.001787,0.001497,0.000462,0.002560,0.000664,0.001082,0.002736,0.002509,0.039367,384
0.166667,barrier_certified_energy_composer_v5,4,0.799479,0.071071,0.086814,0.755062,0.735190,0.072779,0.191261,0.114337,0.052075,0.106558,0.105905,0.097768,0.875895,0.040100,0.001707,0.001803,0.001538,0.001611,0.001491,0.000439,0.002537,0.000647,0.001090,0.002771,0.002570,0.040572,384
0.166667,barrier_certified_energy_composer_v5,5,0.791667,0.070885,0.086742,0.755978,0.734376,0.072984,0.191457,0.114339,0.052108,0.106712,0.105099,0.098419,0.868047,0.040673,0.001665,0.001816,0.001549,0.001721,0.001468,0.000483,0.002541,0.000669,0.001105,0.002791,0.002568,0.041343,384
0.166667,barrier_certified_energy_composer_v5,6,0.786458,0.071070,0.087169,0.755585,0.734961,0.072697,0.190961,0.114393,0.052203,0.106841,0.105576,0.098233,0.862691,0.041043,0.001674,0.001788,0.001580,0.001694,0.001499,0.000478,0.002515,0.000656,0.001106,0.002806,0.002563,0.041543,384
0.166667,barrier_certified_energy_composer_v5,7,0.752604,0.070750,0.087069,0.756705,0.732895,0.072783,0.191295,0.114367,0.052144,0.106533,0.105491,0.098086,0.828877,0.043215,0.001648,0.001823,0.001527,0.001753,0.001496,0.000455,0.002482,0.000680,0.001110,0.002792,0.002526,0.044035,384
0.166667,barrier_certified_energy_composer_v5,8,0.752604,0.070983,0.086936,0.756090,0.734078,0.072927,0.191155,0.113946,0.052277,0.106576,0.105974,0.098137,0.828951,0.043215,0.001666,0.001845,0.001575,0.001712,0.001524,0.000479,0.002505,0.000668,0.001095,0.002811,0.002556,0.043873,384
0.166667,barrier_certified_energy_composer_v5,9,0.828125,0.070967,0.087085,0.755786,0.734549,0.072723,0.191085,0.114337,0.052398,0.107160,0.106132,0.098307,0.904269,0.037784,0.001676,0.001815,0.001576,0.001697,0.001475,0.000494,0.002530,0.000670,0.001112,0.002830,0.002553,0.038537,384
0.166667,energy_compatibility_heuristic,0,0.583333,0.196255,0.192112,0.514267,0.495879,0.085340,0.308940,0.157070,0.075689,0.092700,0.313800,0.288523,0.253046,0.049375,0.002152,0.002298,0.002220,0.002359,0.001469,0.000617,0.002655,0.000672,0.001115,0.003585,0.003314,0.049940,384
0.166667,energy_compatibility_heuristic,1,0.575521,0.196007,0.192914,0.514741,0.495369,0.085205,0.308452,0.156862,0.075401,0.092554,0.314074,0.288549,0.245326,0.049501,0.002201,0.002278,0.002089,0.002305,0.001526,0.000617,0.002652,0.000657,0.001114,0.003568,0.003314,0.050303,384
0.166667,energy_compatibility_heuristic,2,0.622396,0.195707,0.192953,0.514528,0.495810,0.085184,0.308739,0.156750,0.075318,0.092662,0.314023,0.288166,0.292512,0.048552,0.002193,0.002319,0.002163,0.002336,0.001485,0.000609,0.002735,0.000666,0.001095,0.003611,0.003325,0.049429,384
0.166667,energy_compatibility_heuristic,3,0.583333,0.195701,0.192581,0.514874,0.496207,0.085409,0.308752,0.156788,0.075459,0.092586,0.313366,0.288144,0.253667,0.049375,0.002174,0.002322,0.002188,0.002281,0.001486,0.000620,0.002685,0.000647,0.001144,0.003588,0.003269,0.050792,384
0.166667,energy_compatibility_heuristic,4,0.593750,0.195954,0.193001,0.514854,0.496852,0.085167,0.308408,0.156700,0.075237,0.092368,0.314054,0.288484,0.264224,0.049188,0.002216,0.002347,0.002125,0.002323,0.001480,0.000600,0.002691,0.000646,0.001084,0.003654,0.003336,0.050708,384
0.166667,energy_compatibility_heuristic,5,0.591146,0.196052,0.192843,0.513944,0.496450,0.085072,0.308590,0.156932,0.075233,0.092729,0.313943,0.288345,0.261154,0.049237,0.002211,0.002332,0.002232,0.002361,0.001481,0.000598,0.002660,0.000643,0.001095,0.003630,0.003347,0.050334,384
0.166667,energy_compatibility_heuristic,6,0.546875,0.196170,0.192614,0.515256,0.495436,0.085106,0.308757,0.156726,0.075472,0.092365,0.313942,0.288557,0.217042,0.049855,0.002157,0.002310,0.002068,0.002253,0.001504,0.000612,0.002645,0.000677,0.001067,0.003567,0.003248,0.050098,384
0.166667,energy_compatibility_heuristic,7,0.630208,0.196360,0.193056,0.514776,0.496427,0.085322,0.308723,0.157072,0.075351,0.092456,0.314775,0.289183,0.299655,0.048348,0.002157,0.002340,0.002227,0.002305,0.001508,0.000598,0.002670,0.000684,0.001095,0.003593,0.003305,0.049146,384
0.166667,energy_compatibility_heuristic,8,0.630208,0.196058,0.192325,0.516197,0.496009,0.085100,0.308703,0.156287,0.075492,0.092689,0.313890,0.288186,0.301313,0.048348,0.002187,0.002336,0.002276,0.002263,0.001468,0.000594,0.002684,0.000674,0.001100,0.003631,0.003335,0.049732,384
0.166667,energy_compatibility_heuristic,9,0.554688,0.196215,0.192862,0.514163,0.496329,0.085064,0.309044,0.157224,0.075232,0.092414,0.314506,0.288747,0.224379,0.049775,0.002221,0.002314,0.002112,0.002300,0.001504,0.000603,0.002650,0.000666,0.001121,0.003627,0.003364,0.050249,384
0.166667,option_graph_planner,0,0.380208,0.281017,0.265384,0.370798,0.353907,0.090071,0.162863,0.182783,0.085050,0.088245,0.448899,0.413229,-0.149010,0.048617,0.002532,0.002682,0.002515,0.002734,0.001510,0.000485,0.002747,0.000652,0.001119,0.004172,0.003833,0.050340,384
0.166667,option_graph_planner,1,0.388021,0.280807,0.265079,0.370326,0.353694,0.090065,0.162802,0.182630,0.084455,0.088622,0.448321,0.413014,-0.140631,0.048804,0.002586,0.002723,0.002522,0.002722,0.001514,0.000445,0.002746,0.000671,0.001104,0.004258,0.003894,0.050034,384
0.166667,option_graph_planner,2,0.390625,0.280665,0.265231,0.370731,0.353526,0.090186,0.163311,0.182729,0.084334,0.088255,0.448483,0.412791,-0.138126,0.048863,0.002545,0.002663,0.002544,0.002546,0.001507,0.000480,0.002757,0.000647,0.001138,0.004148,0.003845,0.050717,384
0.166667,option_graph_planner,3,0.390625,0.280059,0.265616,0.370143,0.354050,0.089920,0.162504,0.183034,0.084507,0.088326,0.447755,0.412734,-0.137724,0.048863,0.002565,0.002687,0.002552,0.002684,0.001515,0.000473,0.002767,0.000674,0.001112,0.004183,0.003870,0.050586,384
0.166667,option_graph_planner,4,0.395833,0.280423,0.265312,0.370225,0.353486,0.089813,0.162888,0.182839,0.084417,0.087969,0.448423,0.412444,-0.132500,0.048977,0.002555,0.002699,0.002604,0.002634,0.001491,0.000465,0.002725,0.000679,0.001109,0.004195,0.003856,0.050412,384
0.166667,option_graph_planner,5,0.453125,0.280751,0.265115,0.370075,0.355890,0.090069,0.163001,0.183169,0.084677,0.088151,0.448495,0.412335,-0.075314,0.049855,0.002616,0.002716,0.002558,0.002581,0.001516,0.000496,0.002743,0.000684,0.001120,0.004274,0.003906,0.050879,384
0.166667,option_graph_planner,6,0.401042,0.279735,0.265252,0.369775,0.354219,0.089940,0.162617,0.182867,0.084469,0.087951,0.447330,0.411397,-0.126676,0.049085,0.002591,0.002686,0.002521,0.002701,0.001497,0.000485,0.002753,0.000683,0.001119,0.004165,0.003901,0.051312,384
0.166667,option_graph_planner,7,0.393229,0.280087,0.265296,0.369767,0.354508,0.089959,0.162941,0.182795,0.084254,0.088322,0.447741,0.411882,-0.134771,0.048921,0.002539,0.002674,0.002482,0.002624,0.001500,0.000476,0.002736,0.000678,0.001115,0.004156,0.003827,0.050623,384
