stress_level,method,seed,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
0.333333,tamp_feasibility_screen,8,0.619792,0.179213,0.177132,0.529175,0.503126,0.084492,0.339124,0.156423,0.070916,0.098180,0.283194,0.260589,0.317752,0.048617,0.001821,0.001900,0.001934,0.002014,0.001310,0.000564,0.002600,0.000610,0.000959,0.002987,0.002724,0.049315,384
0.333333,tamp_feasibility_screen,9,0.606771,0.178884,0.176803,0.531152,0.503835,0.084337,0.339270,0.156101,0.071089,0.098431,0.282536,0.260412,0.306212,0.048921,0.001843,0.001875,0.001935,0.001935,0.001300,0.000559,0.002637,0.000573,0.001005,0.002946,0.002756,0.049282,384
0.500000,barrier_certified_energy_composer_v5,0,0.791667,0.077606,0.092656,0.752368,0.730848,0.077654,0.192123,0.120521,0.054534,0.110499,0.116290,0.108103,0.845592,0.040673,0.001175,0.001329,0.001438,0.001585,0.001137,0.000431,0.002477,0.000539,0.000801,0.002002,0.001815,0.041030,384
0.500000,barrier_certified_energy_composer_v5,1,0.755208,0.078003,0.093136,0.752417,0.729634,0.078039,0.192408,0.120583,0.054623,0.110677,0.116685,0.108225,0.807507,0.043061,0.001119,0.001293,0.001486,0.001538,0.001103,0.000423,0.002451,0.000522,0.000843,0.001884,0.001728,0.043792,384
0.500000,barrier_certified_energy_composer_v5,2,0.747396,0.077820,0.093109,0.752219,0.730169,0.077963,0.192552,0.120681,0.054751,0.110955,0.116555,0.108137,0.799839,0.043516,0.001152,0.001280,0.001400,0.001559,0.001101,0.000421,0.002471,0.000522,0.000806,0.001921,0.001750,0.043762,384
0.500000,barrier_certified_energy_composer_v5,3,0.786458,0.078365,0.093377,0.751168,0.729949,0.077925,0.192822,0.120841,0.054231,0.111198,0.117580,0.108997,0.837953,0.041043,0.001165,0.001312,0.001462,0.001488,0.001089,0.000425,0.002484,0.000513,0.000802,0.001956,0.001821,0.041461,384
0.500000,barrier_certified_energy_composer_v5,4,0.750000,0.077874,0.092869,0.750730,0.729975,0.077887,0.192648,0.120690,0.054708,0.111040,0.116852,0.108177,0.802146,0.043367,0.001170,0.001338,0.001459,0.001539,0.001108,0.000436,0.002473,0.000501,0.000826,0.001977,0.001820,0.044126,384
0.500000,barrier_certified_energy_composer_v5,5,0.820312,0.077775,0.092968,0.751651,0.730235,0.077807,0.192859,0.121061,0.054562,0.111433,0.116732,0.108391,0.872664,0.038451,0.001139,0.001290,0.001581,0.001545,0.001143,0.000385,0.002466,0.000534,0.000864,0.001911,0.001779,0.038544,384
0.500000,barrier_certified_energy_composer_v5,6,0.783854,0.077525,0.092635,0.751390,0.730268,0.078198,0.192498,0.120754,0.054690,0.111140,0.116117,0.107426,0.836460,0.041224,0.001194,0.001327,0.001462,0.001513,0.001121,0.000422,0.002438,0.000542,0.000830,0.001985,0.001828,0.041388,384
0.500000,barrier_certified_energy_composer_v5,7,0.760417,0.077423,0.092680,0.751280,0.729379,0.077714,0.192479,0.120738,0.054490,0.110762,0.116075,0.107534,0.813460,0.042748,0.001181,0.001294,0.001411,0.001519,0.001127,0.000391,0.002450,0.000516,0.000833,0.001931,0.001772,0.043080,384
0.500000,barrier_certified_energy_composer_v5,8,0.828125,0.077267,0.092750,0.751958,0.730525,0.077899,0.192507,0.120903,0.054663,0.110964,0.116123,0.107291,0.881372,0.037784,0.001194,0.001316,0.001465,0.001584,0.001097,0.000421,0.002480,0.000532,0.000812,0.001989,0.001828,0.038422,384
0.500000,barrier_certified_energy_composer_v5,9,0.776042,0.077506,0.092887,0.751241,0.729463,0.078000,0.192623,0.120990,0.054419,0.110918,0.116156,0.107610,0.828421,0.041753,0.001171,0.001322,0.001505,0.001523,0.001118,0.000445,0.002473,0.000532,0.000846,0.001951,0.001799,0.042077,384
0.500000,energy_compatibility_heuristic,0,0.539062,0.205090,0.201416,0.506386,0.488300,0.090232,0.311517,0.163871,0.077494,0.096946,0.328872,0.301700,0.178532,0.049923,0.001511,0.001642,0.001698,0.001840,0.001135,0.000480,0.002522,0.000533,0.000825,0.002506,0.002305,0.050120,384
0.500000,energy_compatibility_heuristic,1,0.557292,0.204806,0.201257,0.506659,0.488523,0.090408,0.311637,0.164210,0.077590,0.096593,0.328267,0.301942,0.196924,0.049746,0.001494,0.001621,0.001695,0.001862,0.001119,0.000472,0.002505,0.000538,0.000842,0.002462,0.002255,0.050506,384
0.500000,energy_compatibility_heuristic,2,0.580729,0.205070,0.201255,0.506591,0.488201,0.090267,0.311356,0.163980,0.077604,0.096578,0.328655,0.301538,0.220345,0.049419,0.001550,0.001701,0.001747,0.001789,0.001087,0.000467,0.002519,0.000516,0.000801,0.002563,0.002353,0.050013,384
0.500000,energy_compatibility_heuristic,3,0.598958,0.204748,0.201035,0.507285,0.488926,0.090443,0.311649,0.164133,0.077768,0.096372,0.327773,0.301495,0.239069,0.049085,0.001479,0.001651,0.001764,0.001886,0.001115,0.000478,0.002567,0.000540,0.000784,0.002454,0.002270,0.049886,384
0.500000,energy_compatibility_heuristic,4,0.526042,0.205178,0.201345,0.506524,0.487268,0.090492,0.311375,0.164197,0.077862,0.096910,0.329113,0.301959,0.164682,0.050008,0.001537,0.001667,0.001695,0.001838,0.001130,0.000470,0.002543,0.000525,0.000840,0.002562,0.002337,0.050275,384
0.500000,energy_compatibility_heuristic,5,0.567708,0.205118,0.201328,0.507458,0.488906,0.090561,0.311415,0.163786,0.077847,0.096659,0.328382,0.301882,0.207324,0.049614,0.001499,0.001682,0.001832,0.001879,0.001097,0.000480,0.002553,0.000552,0.000811,0.002520,0.002313,0.050238,384
0.500000,energy_compatibility_heuristic,6,0.580729,0.204577,0.200870,0.506963,0.487992,0.090256,0.311368,0.164463,0.077761,0.097285,0.327736,0.301281,0.220705,0.049419,0.001506,0.001675,0.001716,0.001762,0.001090,0.000489,0.002551,0.000532,0.000841,0.002519,0.002291,0.050019,384
0.500000,energy_compatibility_heuristic,7,0.580729,0.205067,0.201182,0.506758,0.487391,0.090492,0.311929,0.164247,0.077826,0.096704,0.328669,0.301564,0.219592,0.049419,0.001548,0.001664,0.001670,0.001912,0.001119,0.000509,0.002519,0.000531,0.000846,0.002552,0.002333,0.049526,384
0.500000,energy_compatibility_heuristic,8,0.559896,0.204873,0.201063,0.506636,0.488850,0.090251,0.311778,0.164213,0.077649,0.096771,0.327913,0.301566,0.199770,0.049715,0.001503,0.001643,0.001710,0.001930,0.001110,0.000460,0.002548,0.000519,0.000817,0.002492,0.002261,0.050255,384
0.500000,energy_compatibility_heuristic,9,0.609375,0.205434,0.201344,0.505900,0.488851,0.090612,0.311610,0.163821,0.077826,0.096735,0.329110,0.302091,0.248102,0.048863,0.001524,0.001620,0.001671,0.001826,0.001120,0.000456,0.002545,0.000532,0.000794,0.002541,0.002324,0.049784,384
0.500000,option_graph_planner,0,0.385417,0.291040,0.275462,0.359515,0.344752,0.095131,0.164534,0.190230,0.086678,0.092831,0.464959,0.427768,-0.177373,0.048743,0.001786,0.001926,0.001910,0.001998,0.001127,0.000448,0.002604,0.000522,0.000834,0.002938,0.002726,0.049408,384
0.500000,option_graph_planner,1,0.416667,0.291317,0.275369,0.360180,0.344457,0.095443,0.164699,0.191036,0.087147,0.092692,0.465374,0.428235,-0.147129,0.049375,0.001749,0.001892,0.001845,0.002087,0.001100,0.000433,0.002549,0.000531,0.000802,0.002867,0.002651,0.049939,384
0.500000,option_graph_planner,2,0.343750,0.291589,0.275095,0.359900,0.344897,0.095095,0.164179,0.190158,0.086742,0.092401,0.465650,0.428475,-0.218848,0.047568,0.001774,0.001898,0.001757,0.002017,0.001119,0.000406,0.002570,0.000547,0.000839,0.002925,0.002684,0.048410,384
0.500000,option_graph_planner,3,0.380208,0.291090,0.274636,0.359698,0.344381,0.094835,0.164418,0.190302,0.087326,0.092735,0.464936,0.428049,-0.182025,0.048617,0.001763,0.001915,0.001952,0.002062,0.001110,0.000445,0.002588,0.000548,0.000837,0.002921,0.002697,0.049513,384
0.500000,option_graph_planner,4,0.380208,0.291161,0.275430,0.360048,0.344597,0.095087,0.164422,0.190410,0.086754,0.092231,0.465504,0.428287,-0.182487,0.048617,0.001746,0.001955,0.001810,0.001998,0.001125,0.000439,0.002580,0.000531,0.000827,0.002903,0.002662,0.049426,384
0.500000,option_graph_planner,5,0.372396,0.291095,0.275426,0.359934,0.343822,0.095404,0.164195,0.190373,0.086565,0.092409,0.465392,0.428164,-0.190666,0.048417,0.001726,0.001959,0.001919,0.002034,0.001121,0.000423,0.002601,0.000523,0.000827,0.002944,0.002702,0.048697,384
0.500000,option_graph_planner,6,0.361979,0.290986,0.275224,0.360202,0.345448,0.094948,0.164474,0.190473,0.086873,0.092383,0.464925,0.427903,-0.200106,0.048130,0.001749,0.001914,0.001876,0.002114,0.001114,0.000424,0.002590,0.000549,0.000813,0.002889,0.002694,0.048825,384
0.500000,option_graph_planner,7,0.395833,0.290701,0.275210,0.360841,0.344378,0.095262,0.164342,0.190218,0.086788,0.092437,0.465019,0.427662,-0.166228,0.048977,0.001744,0.001937,0.001941,0.001997,0.001120,0.000419,0.002578,0.000547,0.000835,0.002895,0.002696,0.049376,384
0.500000,option_graph_planner,8,0.372396,0.291207,0.275392,0.360294,0.345729,0.094734,0.164324,0.190513,0.086641,0.092509,0.465137,0.428313,-0.189581,0.048417,0.001788,0.001926,0.001851,0.002011,0.001112,0.000449,0.002568,0.000514,0.000833,0.002890,0.002685,0.049261,384
0.500000,option_graph_planner,9,0.369792,0.290921,0.275329,0.360221,0.344412,0.095231,0.164416,0.190277,0.086959,0.092239,0.465103,0.427734,-0.192802,0.048348,0.001740,0.001916,0.001894,0.001964,0.001120,0.000436,0.002591,0.000535,0.000838,0.002864,0.002610,0.048770,384
0.500000,oracle_basin_composer,0,0.903646,0.040286,0.059465,0.860010,0.833652,0.074241,0.153410,0.102414,0.048332,0.115186,0.053987,0.050787,1.102512,0.029552,0.001048,0.001187,0.001369,0.001413,0.001113,0.000411,0.002415,0.000513,0.000821,0.001748,0.001573,0.029684,384
0.500000,oracle_basin_composer,1,0.901042,0.039799,0.059519,0.860383,0.835736,0.074335,0.153148,0.102092,0.047936,0.115032,0.053540,0.050140,1.101341,0.029906,0.001059,0.001226,0.001369,0.001462,0.001133,0.000392,0.002443,0.000526,0.000820,0.001792,0.001649,0.030764,384
0.500000,oracle_basin_composer,2,0.906250,0.040018,0.059421,0.860636,0.835191,0.074722,0.152847,0.102101,0.048268,0.115270,0.053468,0.050704,1.105835,0.029192,0.001055,0.001197,0.001370,0.001417,0.001108,0.000419,0.002448,0.000535,0.000819,0.001780,0.001628,0.029467,384
0.500000,oracle_basin_composer,3,0.929688,0.040132,0.059259,0.861741,0.834533,0.074508,0.153340,0.102569,0.047969,0.115268,0.053567,0.050290,1.129471,0.025606,0.001064,0.001212,0.001365,0.001390,0.001113,0.000387,0.002478,0.000532,0.000856,0.001807,0.001642,0.025814,384
0.500000,oracle_basin_composer,4,0.898438,0.039898,0.059530,0.859924,0.833903,0.074679,0.153133,0.103003,0.048003,0.114764,0.053534,0.050560,1.097226,0.030253,0.001052,0.001205,0.001431,0.001368,0.001096,0.000425,0.002469,0.000534,0.000858,0.001770,0.001619,0.030710,384
0.500000,oracle_basin_composer,5,0.914062,0.039925,0.059603,0.861287,0.834563,0.074464,0.153289,0.102389,0.048088,0.114665,0.053079,0.050272,1.113805,0.028070,0.001113,0.001199,0.001423,0.001414,0.001119,0.000450,0.002486,0.000519,0.000806,0.001810,0.001653,0.028509,384
0.500000,oracle_basin_composer,6,0.908854,0.040153,0.059397,0.860850,0.835113,0.074199,0.153153,0.102024,0.047939,0.115249,0.053576,0.050700,1.109040,0.028825,0.001098,0.001210,0.001388,0.001392,0.001133,0.000410,0.002472,0.000518,0.000835,0.001829,0.001657,0.029167,384
0.500000,oracle_basin_composer,7,0.929688,0.039955,0.059517,0.860591,0.835330,0.074429,0.153287,0.102305,0.048339,0.114960,0.053979,0.050770,1.129372,0.025606,0.001097,0.001199,0.001457,0.001415,0.001127,0.000419,0.002405,0.000522,0.000821,0.001800,0.001683,0.025825,384
0.500000,oracle_basin_composer,8,0.898438,0.040095,0.059804,0.860823,0.834839,0.074469,0.152945,0.102324,0.048054,0.114864,0.053849,0.050364,1.097905,0.030253,0.001059,0.001227,0.001441,0.001332,0.001108,0.000424,0.002437,0.000503,0.000815,0.001759,0.001630,0.030359,384
0.500000,oracle_basin_composer,9,0.885417,0.040095,0.059659,0.860839,0.834115,0.074491,0.153476,0.102560,0.048195,0.115305,0.053308,0.050796,1.084379,0.031900,0.001043,0.001204,0.001410,0.001433,0.001094,0.000417,0.002419,0.000520,0.000822,0.001791,0.001630,0.031884,384
0.500000,proposed_energy_landscape_composer_v4_1,0,0.690104,0.128629,0.135102,0.669429,0.649512,0.083616,0.239651,0.135338,0.064847,0.104369,0.202208,0.185996,0.587998,0.046315,0.001303,0.001430,0.001574,0.001589,0.001132,0.000416,0.002487,0.000537,0.000808,0.002167,0.001992,0.046303,384
0.500000,proposed_energy_landscape_composer_v4_1,1,0.682292,0.127989,0.134780,0.669966,0.649095,0.083986,0.239569,0.135505,0.065435,0.104860,0.201656,0.185300,0.580221,0.046629,0.001321,0.001431,0.001574,0.001693,0.001116,0.000433,0.002547,0.000519,0.000824,0.002194,0.002000,0.047014,384
0.500000,proposed_energy_landscape_composer_v4_1,2,0.697917,0.128310,0.135066,0.669440,0.650130,0.083558,0.240169,0.135634,0.064894,0.104506,0.201747,0.185603,0.596022,0.045986,0.001325,0.001448,0.001549,0.001620,0.001146,0.000437,0.002468,0.000519,0.000870,0.002177,0.001981,0.045887,384
0.500000,proposed_energy_landscape_composer_v4_1,3,0.664062,0.127738,0.134735,0.669453,0.649893,0.083789,0.239796,0.135674,0.064933,0.104801,0.201000,0.185271,0.562642,0.047303,0.001275,0.001463,0.001589,0.001746,0.001137,0.000464,0.002475,0.000518,0.000829,0.002129,0.001967,0.047769,384
0.500000,proposed_energy_landscape_composer_v4_1,4,0.755208,0.127658,0.135306,0.669960,0.650314,0.083676,0.239496,0.136028,0.065268,0.104496,0.201228,0.185567,0.653561,0.043061,0.001305,0.001412,0.001685,0.001572,0.001108,0.000446,0.002520,0.000497,0.000860,0.002166,0.001966,0.043280,384
0.500000,proposed_energy_landscape_composer_v4_1,5,0.669271,0.128192,0.134994,0.669354,0.650725,0.083581,0.239100,0.135440,0.065063,0.104355,0.201835,0.185792,0.567966,0.047119,0.001316,0.001475,0.001621,0.001626,0.001086,0.000433,0.002483,0.000556,0.000806,0.002182,0.001998,0.047407,384
0.500000,proposed_energy_landscape_composer_v4_1,6,0.687500,0.128097,0.135505,0.668979,0.649285,0.083721,0.239217,0.135810,0.065179,0.104312,0.202167,0.185523,0.584941,0.046421,0.001303,0.001406,0.001584,0.001672,0.001104,0.000438,0.002496,0.000504,0.000829,0.002118,0.001947,0.046582,384
0.500000,proposed_energy_landscape_composer_v4_1,7,0.697917,0.128144,0.135100,0.670096,0.650720,0.083730,0.239566,0.135222,0.065142,0.104315,0.201995,0.185388,0.596587,0.045986,0.001316,0.001421,0.001505,0.001641,0.001128,0.000427,0.002535,0.000535,0.000829,0.002156,0.001965,0.046690,384
0.500000,proposed_energy_landscape_composer_v4_1,8,0.664062,0.128183,0.134915,0.669563,0.650326,0.083700,0.239347,0.135907,0.065054,0.104319,0.201284,0.185505,0.562384,0.047303,0.001249,0.001432,0.001620,0.001650,0.001115,0.000452,0.002464,0.000505,0.000831,0.002101,0.001936,0.047819,384
0.500000,proposed_energy_landscape_composer_v4_1,9,0.671875,0.128476,0.135085,0.669043,0.651374,0.083579,0.239679,0.135746,0.064906,0.104372,0.202293,0.186191,0.570122,0.047024,0.001275,0.001499,0.001653,0.001548,0.001136,0.000436,0.002494,0.000520,0.000833,0.002154,0.001960,0.047229,384
0.500000,tamp_feasibility_screen,0,0.585938,0.184744,0.181866,0.524989,0.499149,0.087452,0.340693,0.160421,0.072618,0.101221,0.291724,0.268697,0.266171,0.049330,0.001459,0.001611,0.001730,0.001800,0.001107,0.000475,0.002554,0.000550,0.000833,0.002435,0.002224,0.049580,384
0.500000,tamp_feasibility_screen,1,0.609375,0.184615,0.181928,0.524922,0.499404,0.087260,0.340771,0.160354,0.072374,0.100671,0.291385,0.268471,0.290149,0.048863,0.001463,0.001605,0.001763,0.001898,0.001122,0.000481,0.002549,0.000531,0.000830,0.002429,0.002220,0.050236,384
0.500000,tamp_feasibility_screen,2,0.585938,0.184464,0.182110,0.525381,0.499472,0.087525,0.341120,0.160142,0.072321,0.101209,0.291700,0.268611,0.266526,0.049330,0.001454,0.001573,0.001692,0.001734,0.001099,0.000494,0.002518,0.000531,0.000815,0.002387,0.002202,0.050171,384
0.500000,tamp_feasibility_screen,3,0.596354,0.184573,0.181757,0.526109,0.498545,0.087321,0.340774,0.159710,0.072524,0.100634,0.291627,0.267965,0.277596,0.049137,0.001451,0.001599,0.001613,0.001842,0.001099,0.000479,0.002512,0.000517,0.000813,0.002363,0.002159,0.049869,384
0.500000,tamp_feasibility_screen,4,0.598958,0.184369,0.181758,0.525003,0.499212,0.087748,0.341091,0.159853,0.072536,0.100910,0.291358,0.268298,0.279596,0.049085,0.001497,0.001595,0.001681,0.001674,0.001159,0.000514,0.002539,0.000532,0.000813,0.002488,0.002270,0.049857,384
0.500000,tamp_feasibility_screen,5,0.557292,0.183676,0.181739,0.524695,0.498779,0.087289,0.340822,0.160317,0.072708,0.100999,0.290832,0.267563,0.238528,0.049746,0.001431,0.001579,0.001722,0.001797,0.001131,0.000485,0.002551,0.000493,0.000803,0.002377,0.002217,0.050416,384
0.500000,tamp_feasibility_screen,6,0.611979,0.184349,0.182014,0.524837,0.498702,0.087462,0.340688,0.160545,0.072652,0.100681,0.291510,0.268213,0.292271,0.048804,0.001444,0.001607,0.001629,0.001788,0.001134,0.000484,0.002501,0.000524,0.000823,0.002387,0.002193,0.048853,384
0.500000,tamp_feasibility_screen,7,0.572917,0.184868,0.181855,0.525506,0.499535,0.087437,0.341124,0.159930,0.072321,0.100915,0.292065,0.268743,0.253664,0.049540,0.001455,0.001606,0.001744,0.001810,0.001141,0.000481,0.002536,0.000501,0.000820,0.002403,0.002193,0.050315,384
0.500000,tamp_feasibility_screen,8,0.572917,0.184683,0.182069,0.524914,0.499337,0.087678,0.340818,0.160209,0.072670,0.101041,0.291894,0.268633,0.252914,0.049540,0.001493,0.001670,0.001772,0.001742,0.001106,0.000494,0.002565,0.000529,0.000814,0.002511,0.002279,0.050166,384
0.500000,tamp_feasibility_screen,9,0.565104,0.184612,0.181885,0.525143,0.498627,0.087464,0.341063,0.160068,0.072651,0.100834,0.291677,0.268843,0.245449,0.049649,0.001459,0.001595,0.001728,0.001827,0.001160,0.000495,0.002521,0.000512,0.000811,0.002404,0.002154,0.049936,384
0.666667,barrier_certified_energy_composer_v5,0,0.776042,0.086104,0.099641,0.747955,0.726352,0.083169,0.194613,0.124546,0.056981,0.115684,0.129316,0.119774,0.804048,0.041753,0.000939,0.001112,0.001377,0.001513,0.000936,0.000409,0.002438,0.000463,0.000699,0.001601,0.001468,0.041921,384
0.666667,barrier_certified_energy_composer_v5,1,0.763021,0.086491,0.099343,0.748433,0.725776,0.083079,0.194751,0.124218,0.056936,0.115707,0.129317,0.119850,0.791151,0.042587,0.000897,0.001081,0.001437,0.001507,0.000940,0.000420,0.002448,0.000461,0.000669,0.001509,0.001377,0.042595,384
0.666667,barrier_certified_energy_composer_v5,2,0.763021,0.086531,0.099431,0.747958,0.726005,0.083339,0.194357,0.124638,0.057123,0.115694,0.129757,0.120203,0.790513,0.042587,0.000906,0.001008,0.001352,0.001470,0.000928,0.000395,0.002402,0.000468,0.000669,0.001494,0.001352,0.042780,384
0.666667,barrier_certified_energy_composer_v5,3,0.786458,0.086406,0.100052,0.747927,0.725583,0.083368,0.194210,0.124478,0.057158,0.115402,0.129947,0.120493,0.813541,0.041043,0.000934,0.001069,0.001433,0.001478,0.000910,0.000405,0.002434,0.000462,0.000676,0.001539,0.001398,0.040805,384
0.666667,barrier_certified_energy_composer_v5,4,0.807292,0.086835,0.099963,0.748071,0.726061,0.083194,0.194242,0.124584,0.056958,0.115904,0.130171,0.120445,0.834383,0.039502,0.000894,0.001089,0.001405,0.001421,0.000941,0.000400,0.002438,0.000456,0.000718,0.001486,0.001380,0.039542,384
0.666667,barrier_certified_energy_composer_v5,5,0.750000,0.086678,0.099553,0.747617,0.725955,0.083201,0.194725,0.124224,0.057108,0.115809,0.130034,0.120527,0.777378,0.043367,0.000899,0.001084,0.001422,0.001494,0.000928,0.000419,0.002457,0.000474,0.000698,0.001514,0.001408,0.043318,384
0.666667,barrier_certified_energy_composer_v5,6,0.783854,0.086346,0.099389,0.747951,0.725772,0.083107,0.194104,0.124582,0.057127,0.115597,0.129075,0.119954,0.811813,0.041224,0.000904,0.001042,0.001427,0.001470,0.000953,0.000384,0.002428,0.000455,0.000706,0.001539,0.001395,0.041193,384
0.666667,barrier_certified_energy_composer_v5,7,0.776042,0.086352,0.099795,0.747495,0.726027,0.083237,0.194573,0.124454,0.056907,0.115818,0.129733,0.120426,0.803480,0.041753,0.000901,0.001089,0.001387,0.001427,0.000936,0.000353,0.002488,0.000477,0.000693,0.001498,0.001407,0.042112,384
0.666667,barrier_certified_energy_composer_v5,8,0.734375,0.085684,0.099676,0.748352,0.725594,0.083511,0.194451,0.124546,0.057118,0.115676,0.128987,0.119544,0.762251,0.044233,0.000892,0.001057,0.001461,0.001431,0.000946,0.000421,0.002444,0.000477,0.000715,0.001490,0.001410,0.044526,384
0.666667,barrier_certified_energy_composer_v5,9,0.770833,0.086446,0.099686,0.748125,0.726391,0.083413,0.194277,0.124400,0.056861,0.115696,0.129929,0.120591,0.798545,0.042093,0.000869,0.001061,0.001414,0.001476,0.000924,0.000386,0.002463,0.000464,0.000661,0.001470,0.001361,0.042651,384
0.666667,energy_compatibility_heuristic,0,0.601562,0.216283,0.210212,0.497502,0.481535,0.095499,0.314780,0.168456,0.079521,0.101710,0.345337,0.317036,0.209407,0.049032,0.001130,0.001318,0.001418,0.001584,0.000924,0.000423,0.002475,0.000464,0.000673,0.001896,0.001757,0.049767,384
0.666667,energy_compatibility_heuristic,1,0.549479,0.216224,0.210310,0.497038,0.480679,0.095728,0.314365,0.168763,0.079887,0.101539,0.345539,0.317546,0.156487,0.049830,0.001164,0.001339,0.001462,0.001621,0.000927,0.000422,0.002457,0.000464,0.000674,0.001964,0.001792,0.049829,384
0.666667,energy_compatibility_heuristic,2,0.539062,0.215712,0.210594,0.497498,0.481231,0.095755,0.314717,0.168565,0.080449,0.101383,0.345299,0.317271,0.146282,0.049923,0.001136,0.001306,0.001555,0.001559,0.000953,0.000416,0.002494,0.000470,0.000662,0.001835,0.001752,0.049895,384
0.666667,energy_compatibility_heuristic,3,0.575521,0.215891,0.210327,0.497030,0.480786,0.095813,0.314603,0.168825,0.080181,0.101553,0.345225,0.317310,0.182497,0.049501,0.001134,0.001372,0.001506,0.001648,0.000940,0.000437,0.002458,0.000470,0.000681,0.001903,0.001794,0.049715,384
0.666667,energy_compatibility_heuristic,4,0.557292,0.216112,0.210463,0.498130,0.480209,0.095888,0.314914,0.168574,0.080196,0.101634,0.345554,0.317624,0.164075,0.049746,0.001143,0.001346,0.001517,0.001573,0.000925,0.000399,0.002510,0.000459,0.000668,0.001919,0.001768,0.049862,384
0.666667,energy_compatibility_heuristic,5,0.565104,0.215967,0.210484,0.498266,0.480462,0.095819,0.314716,0.168665,0.080038,0.101259,0.344861,0.317333,0.172335,0.049649,0.001178,0.001325,0.001525,0.001607,0.000935,0.000406,0.002514,0.000465,0.000653,0.001938,0.001777,0.050074,384
0.666667,energy_compatibility_heuristic,6,0.588542,0.215546,0.210271,0.497206,0.481425,0.095654,0.314754,0.168322,0.080219,0.101633,0.344479,0.316508,0.196418,0.049284,0.001112,0.001380,0.001420,0.001506,0.000939,0.000409,0.002500,0.000453,0.000710,0.001905,0.001734,0.049530,384
0.666667,energy_compatibility_heuristic,7,0.544271,0.216106,0.210292,0.496463,0.480974,0.095661,0.314851,0.168982,0.080170,0.101487,0.345669,0.317396,0.151002,0.049879,0.001172,0.001363,0.001484,0.001681,0.000935,0.000413,0.002485,0.000456,0.000694,0.001924,0.001818,0.049919,384
0.666667,energy_compatibility_heuristic,8,0.546875,0.216044,0.210278,0.496782,0.481407,0.095435,0.314616,0.168798,0.079920,0.101860,0.345260,0.318031,0.154327,0.049855,0.001199,0.001360,0.001580,0.001593,0.000927,0.000419,0.002468,0.000465,0.000714,0.001966,0.001846,0.050168,384
0.666667,energy_compatibility_heuristic,9,0.539062,0.215643,0.210109,0.497052,0.481749,0.095816,0.314604,0.168595,0.080175,0.101653,0.344968,0.316914,0.146799,0.049923,0.001175,0.001329,0.001420,0.001645,0.000941,0.000392,0.002492,0.000450,0.000698,0.002001,0.001816,0.050183,384
0.666667,option_graph_planner,0,0.333333,0.303807,0.286145,0.347896,0.334642,0.100689,0.166256,0.195975,0.089381,0.096616,0.484195,0.446087,-0.266363,0.047212,0.001330,0.001570,0.001548,0.001796,0.000945,0.000394,0.002491,0.000445,0.000696,0.002272,0.002055,0.046877,384
0.666667,option_graph_planner,1,0.299479,0.303660,0.286247,0.348390,0.335277,0.100331,0.166237,0.195818,0.089149,0.097058,0.484512,0.445912,-0.299370,0.045872,0.001308,0.001532,0.001533,0.001673,0.000924,0.000402,0.002491,0.000473,0.000686,0.002238,0.002047,0.046084,384
0.666667,option_graph_planner,2,0.354167,0.303608,0.285847,0.349088,0.334417,0.100396,0.166290,0.195023,0.089144,0.097119,0.483921,0.445970,-0.244047,0.047898,0.001355,0.001528,0.001557,0.001653,0.000933,0.000389,0.002487,0.000464,0.000694,0.002235,0.002083,0.048441,384
0.666667,option_graph_planner,3,0.367188,0.303289,0.286106,0.348351,0.334748,0.100706,0.166434,0.195728,0.089440,0.097286,0.483983,0.445152,-0.231962,0.048277,0.001309,0.001511,0.001569,0.001626,0.000929,0.000406,0.002503,0.000479,0.000721,0.002230,0.002031,0.048972,384
0.666667,option_graph_planner,4,0.333333,0.303285,0.285777,0.347983,0.334345,0.100320,0.166443,0.195755,0.089375,0.097203,0.483858,0.445358,-0.265346,0.047212,0.001356,0.001522,0.001544,0.001789,0.000952,0.000371,0.002516,0.000434,0.000670,0.002205,0.002083,0.047543,384
0.666667,option_graph_planner,5,0.348958,0.304108,0.286164,0.347800,0.335003,0.100312,0.166361,0.195617,0.089441,0.097252,0.484838,0.446393,-0.250565,0.047736,0.001361,0.001528,0.001584,0.001775,0.000924,0.000413,0.002501,0.000450,0.000705,0.002212,0.002075,0.048086,384
0.666667,option_graph_planner,6,0.325521,0.303821,0.286027,0.347532,0.335503,0.100451,0.166073,0.195717,0.089496,0.096966,0.484578,0.445739,-0.273673,0.046928,0.001381,0.001497,0.001552,0.001783,0.000925,0.000405,0.002527,0.000455,0.000691,0.002257,0.002103,0.047456,384
0.666667,option_graph_planner,7,0.328125,0.303686,0.285902,0.348496,0.335096,0.100429,0.166334,0.195768,0.089213,0.097469,0.484294,0.445676,-0.270687,0.047024,0.001338,0.001536,0.001523,0.001686,0.000905,0.000387,0.002519,0.000446,0.000685,0.002246,0.002074,0.047470,384
