method,task,regime,split,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
stable_dmp_handoff,drawer_to_pick_transfer,partial_observability,new_skill_pair,0.725000,0.158292,0.152664,0.554468,0.549985,0.072151,0.289981,0.143392,0.063886,0.088239,0.246020,0.227659,0.518543,0.098464,0.000980,0.001096,0.002164,0.002296,0.000644,0.000831,0.000993,0.000587,0.000872,0.001409,0.001268,0.098796,80
stable_dmp_handoff,drawer_to_pick_transfer,partial_observability,shifted_objects,0.700000,0.159356,0.154920,0.552295,0.545888,0.073038,0.292983,0.144464,0.065019,0.090363,0.248148,0.228727,0.485825,0.101054,0.001232,0.001152,0.002399,0.002032,0.000795,0.000840,0.000870,0.000660,0.000800,0.001615,0.001713,0.101291,80
stable_dmp_handoff,mobile_push_then_grasp,combined_seam_stress,combined_stress,0.575000,0.203198,0.207655,0.515704,0.493800,0.108562,0.309164,0.196376,0.079925,0.115549,0.326194,0.299544,0.177383,0.109011,0.001076,0.001044,0.002150,0.002174,0.000745,0.000824,0.000803,0.000744,0.000875,0.001639,0.001621,0.108724,80
stable_dmp_handoff,mobile_push_then_grasp,combined_seam_stress,in_distribution,0.650000,0.196064,0.194781,0.518669,0.518988,0.099069,0.297903,0.185166,0.075098,0.107149,0.310658,0.285393,0.298841,0.105180,0.001066,0.001047,0.002115,0.002330,0.000622,0.000917,0.000925,0.000751,0.000933,0.001393,0.001341,0.104909,80
stable_dmp_handoff,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,0.575000,0.201720,0.205066,0.517449,0.499379,0.105995,0.308686,0.189058,0.079140,0.114864,0.322352,0.296574,0.189597,0.109011,0.001075,0.001016,0.002361,0.002147,0.000546,0.000868,0.001131,0.000605,0.001055,0.001535,0.001350,0.109121,80
stable_dmp_handoff,mobile_push_then_grasp,combined_seam_stress,new_skill_pair,0.475000,0.198346,0.200284,0.516433,0.511140,0.103073,0.301095,0.189122,0.077386,0.110845,0.317071,0.291454,0.105909,0.110121,0.001139,0.001019,0.002287,0.002449,0.000644,0.000762,0.000825,0.000710,0.000933,0.001605,0.001473,0.110064,80
stable_dmp_handoff,mobile_push_then_grasp,combined_seam_stress,shifted_objects,0.587500,0.199350,0.202754,0.516712,0.508246,0.104724,0.303554,0.189780,0.077494,0.112179,0.318271,0.293686,0.211892,0.108557,0.001138,0.001078,0.002231,0.001938,0.000600,0.000852,0.000968,0.000605,0.000920,0.001450,0.001502,0.108549,80
stable_dmp_handoff,mobile_push_then_grasp,contact_mode_transition,combined_stress,0.600000,0.172177,0.173487,0.543148,0.525622,0.084053,0.302293,0.147851,0.070516,0.098732,0.273142,0.251600,0.331729,0.108031,0.001116,0.001053,0.002167,0.002165,0.000640,0.000835,0.000959,0.000753,0.000897,0.001706,0.001583,0.108116,80
stable_dmp_handoff,mobile_push_then_grasp,contact_mode_transition,in_distribution,0.762500,0.153146,0.154503,0.557513,0.554457,0.072176,0.289513,0.134669,0.063937,0.087365,0.242431,0.222726,0.565540,0.093841,0.001147,0.001036,0.002113,0.002059,0.000760,0.000865,0.000971,0.000635,0.000953,0.001676,0.001636,0.093578,80
stable_dmp_handoff,mobile_push_then_grasp,contact_mode_transition,long_horizon_chain,0.575000,0.162866,0.163790,0.551997,0.532746,0.079091,0.300011,0.138992,0.067822,0.094652,0.257413,0.237058,0.339280,0.109011,0.001086,0.001018,0.002487,0.002320,0.000633,0.000996,0.000802,0.000628,0.000916,0.001577,0.001455,0.108955,80
stable_dmp_handoff,mobile_push_then_grasp,contact_mode_transition,new_skill_pair,0.575000,0.160941,0.161104,0.552241,0.546280,0.076435,0.293651,0.138916,0.065981,0.091153,0.254124,0.234500,0.352934,0.109011,0.001080,0.001146,0.002008,0.002385,0.000711,0.000741,0.000957,0.000731,0.000864,0.001374,0.001265,0.109005,80
stable_dmp_handoff,mobile_push_then_grasp,contact_mode_transition,shifted_objects,0.575000,0.162338,0.162353,0.549440,0.540915,0.077845,0.295466,0.140532,0.066503,0.092032,0.256386,0.236405,0.345280,0.109011,0.001127,0.001174,0.002247,0.002149,0.000667,0.000831,0.000993,0.000693,0.000951,0.001641,0.001640,0.109244,80
stable_dmp_handoff,mobile_push_then_grasp,dynamics_mismatch,combined_stress,0.512500,0.182110,0.184436,0.536609,0.512833,0.093882,0.303188,0.166965,0.073269,0.105061,0.289932,0.267519,0.199359,0.110224,0.001128,0.001014,0.002669,0.002356,0.000702,0.000952,0.000981,0.000599,0.000928,0.001482,0.001441,0.110402,80
stable_dmp_handoff,mobile_push_then_grasp,dynamics_mismatch,in_distribution,0.687500,0.162214,0.166853,0.549319,0.538513,0.081086,0.291706,0.154028,0.067408,0.092714,0.258294,0.238513,0.444152,0.102212,0.001127,0.001003,0.002357,0.002214,0.000645,0.000933,0.000789,0.000639,0.000803,0.001383,0.001425,0.102210,80
stable_dmp_handoff,mobile_push_then_grasp,dynamics_mismatch,long_horizon_chain,0.687500,0.171984,0.178348,0.544269,0.518228,0.088394,0.301677,0.159108,0.070715,0.100456,0.275968,0.253727,0.403676,0.102212,0.001206,0.001104,0.002313,0.001934,0.000633,0.000864,0.001036,0.000615,0.000813,0.001483,0.001389,0.102414,80
stable_dmp_handoff,mobile_push_then_grasp,dynamics_mismatch,new_skill_pair,0.675000,0.170550,0.172731,0.544466,0.533137,0.085983,0.295473,0.158472,0.069594,0.096744,0.271255,0.249889,0.406830,0.103285,0.001138,0.001140,0.002222,0.002138,0.000658,0.000944,0.000997,0.000711,0.000873,0.001444,0.001503,0.102970,80
stable_dmp_handoff,mobile_push_then_grasp,dynamics_mismatch,shifted_objects,0.675000,0.171582,0.173535,0.543935,0.527956,0.086809,0.297260,0.160080,0.069945,0.098874,0.273370,0.250222,0.401045,0.103285,0.001150,0.001154,0.001938,0.002704,0.000660,0.000885,0.000924,0.000658,0.000856,0.001632,0.001649,0.103210,80
stable_dmp_handoff,mobile_push_then_grasp,high_barrier,combined_stress,0.512500,0.160315,0.170627,0.555113,0.528791,0.080085,0.301631,0.131223,0.067670,0.094893,0.258824,0.239023,0.275546,0.110224,0.001077,0.001153,0.001912,0.002259,0.000653,0.000925,0.001054,0.000637,0.001018,0.001638,0.001560,0.110147,80
stable_dmp_handoff,mobile_push_then_grasp,high_barrier,in_distribution,0.725000,0.141934,0.152274,0.570197,0.554999,0.068562,0.288706,0.119553,0.060770,0.083852,0.227900,0.210113,0.556826,0.098464,0.001098,0.001048,0.002035,0.002105,0.000607,0.000793,0.000853,0.000671,0.000906,0.001421,0.001469,0.098881,80
stable_dmp_handoff,mobile_push_then_grasp,high_barrier,long_horizon_chain,0.725000,0.151621,0.163455,0.563708,0.534436,0.075496,0.299473,0.123717,0.065580,0.090308,0.246074,0.225706,0.516227,0.098464,0.000942,0.001239,0.001952,0.002269,0.000611,0.000837,0.000913,0.000637,0.000851,0.001474,0.001343,0.098614,80
stable_dmp_handoff,mobile_push_then_grasp,high_barrier,new_skill_pair,0.737500,0.149678,0.159050,0.562844,0.546311,0.072409,0.292593,0.123861,0.063591,0.086692,0.241336,0.220857,0.543568,0.097026,0.001137,0.001185,0.002250,0.002113,0.000729,0.000836,0.001044,0.000687,0.000993,0.001699,0.001537,0.097189,80
stable_dmp_handoff,mobile_push_then_grasp,high_barrier,shifted_objects,0.650000,0.151584,0.161758,0.562161,0.545417,0.074350,0.294372,0.124475,0.064350,0.088424,0.244495,0.224623,0.448348,0.105180,0.001134,0.001077,0.002168,0.002064,0.000681,0.000897,0.000914,0.000668,0.000973,0.001522,0.001537,0.105403,80
stable_dmp_handoff,mobile_push_then_grasp,narrow_basin,combined_stress,0.650000,0.149546,0.143974,0.559542,0.553350,0.065256,0.295872,0.124113,0.062976,0.086589,0.232332,0.214721,0.476042,0.105180,0.001167,0.001137,0.002223,0.001980,0.000638,0.000923,0.000848,0.000622,0.000862,0.001711,0.001578,0.105385,80
stable_dmp_handoff,mobile_push_then_grasp,narrow_basin,in_distribution,0.800000,0.131670,0.126735,0.573085,0.577891,0.051902,0.283247,0.111371,0.056633,0.074869,0.203160,0.187464,0.694647,0.088207,0.001025,0.000958,0.002533,0.001982,0.000673,0.001043,0.000851,0.000667,0.000852,0.001492,0.001386,0.088294,80
stable_dmp_handoff,mobile_push_then_grasp,narrow_basin,long_horizon_chain,0.700000,0.139642,0.135558,0.570665,0.557221,0.059709,0.292893,0.115302,0.060584,0.082571,0.217110,0.200681,0.558399,0.101054,0.001181,0.000976,0.002247,0.002184,0.000710,0.000918,0.000887,0.000626,0.000926,0.001466,0.001491,0.101233,80
stable_dmp_handoff,mobile_push_then_grasp,narrow_basin,new_skill_pair,0.700000,0.138798,0.131407,0.567126,0.570840,0.056710,0.286331,0.115500,0.058848,0.078097,0.212528,0.197868,0.571599,0.101054,0.001006,0.001167,0.002178,0.002206,0.000630,0.000926,0.000958,0.000598,0.000838,0.001396,0.001604,0.100752,80
stable_dmp_handoff,mobile_push_then_grasp,narrow_basin,shifted_objects,0.725000,0.140568,0.133974,0.570048,0.568536,0.057933,0.288712,0.115996,0.059594,0.079629,0.216651,0.200867,0.590459,0.098464,0.001218,0.001031,0.002125,0.002091,0.000729,0.000858,0.000784,0.000557,0.000842,0.001622,0.001652,0.098535,80
stable_dmp_handoff,mobile_push_then_grasp,nominal,combined_stress,0.650000,0.122233,0.126447,0.585003,0.563117,0.053685,0.290538,0.104721,0.056873,0.075195,0.193121,0.178249,0.551767,0.105180,0.001073,0.000982,0.002200,0.002475,0.000689,0.000825,0.000968,0.000709,0.000832,0.001585,0.001254,0.105132,80
stable_dmp_handoff,mobile_push_then_grasp,nominal,in_distribution,0.762500,0.104450,0.109378,0.599111,0.591699,0.041162,0.276897,0.091601,0.051150,0.063284,0.163971,0.151101,0.733280,0.093841,0.001184,0.001085,0.002166,0.002322,0.000659,0.000901,0.000951,0.000635,0.000801,0.001558,0.001414,0.093817,80
stable_dmp_handoff,mobile_push_then_grasp,nominal,long_horizon_chain,0.762500,0.113691,0.119638,0.595398,0.566792,0.048380,0.287494,0.096381,0.054345,0.071458,0.181327,0.166108,0.693431,0.093841,0.000996,0.001183,0.002152,0.002315,0.000611,0.000907,0.000871,0.000617,0.000865,0.001494,0.001543,0.094073,80
stable_dmp_handoff,mobile_push_then_grasp,nominal,new_skill_pair,0.812500,0.111490,0.114515,0.593414,0.583057,0.045122,0.281618,0.095755,0.053048,0.067987,0.174808,0.160680,0.759869,0.086071,0.000989,0.001160,0.002196,0.002037,0.000653,0.000873,0.000898,0.000658,0.000869,0.001404,0.001419,0.085927,80
stable_dmp_handoff,mobile_push_then_grasp,nominal,shifted_objects,0.662500,0.114562,0.117221,0.590602,0.579970,0.046652,0.282371,0.097705,0.054122,0.069767,0.179533,0.165561,0.599759,0.104273,0.000875,0.001131,0.002081,0.002439,0.000763,0.000795,0.000902,0.000738,0.000840,0.001323,0.001319,0.103881,80
stable_dmp_handoff,mobile_push_then_grasp,nonconvex_energy,combined_stress,0.562500,0.173955,0.167663,0.532989,0.533130,0.081482,0.300774,0.159682,0.070471,0.098910,0.272306,0.250779,0.293809,0.109394,0.001142,0.001061,0.002040,0.002230,0.000682,0.000819,0.000850,0.000665,0.000871,0.001521,0.001655,0.109703,80
stable_dmp_handoff,mobile_push_then_grasp,nonconvex_energy,in_distribution,0.775000,0.156678,0.149588,0.544625,0.561702,0.068022,0.287477,0.147081,0.063790,0.087584,0.242458,0.224264,0.575959,0.092084,0.001334,0.001072,0.001934,0.002319,0.000657,0.000919,0.000821,0.000574,0.000869,0.001648,0.001860,0.092005,80
stable_dmp_handoff,mobile_push_then_grasp,nonconvex_energy,long_horizon_chain,0.612500,0.165464,0.159816,0.543581,0.540648,0.075452,0.299017,0.152348,0.067680,0.094331,0.258354,0.237596,0.375111,0.107431,0.001166,0.001058,0.002057,0.002317,0.000616,0.001044,0.000906,0.000717,0.001083,0.001688,0.001555,0.107562,80
stable_dmp_handoff,mobile_push_then_grasp,nonconvex_energy,new_skill_pair,0.625000,0.163651,0.155493,0.540475,0.552281,0.072407,0.291949,0.152311,0.066001,0.091201,0.253946,0.234363,0.401376,0.106757,0.000998,0.001060,0.002050,0.002155,0.000518,0.000846,0.000971,0.000620,0.000875,0.001278,0.001249,0.106990,80
stable_dmp_handoff,mobile_push_then_grasp,nonconvex_energy,shifted_objects,0.737500,0.165743,0.157771,0.540394,0.549088,0.073503,0.293234,0.154395,0.066349,0.092697,0.257887,0.237137,0.506411,0.097026,0.001055,0.001034,0.002424,0.002200,0.000720,0.000820,0.000930,0.000605,0.000852,0.001408,0.001519,0.097106,80
stable_dmp_handoff,mobile_push_then_grasp,partial_observability,combined_stress,0.625000,0.168430,0.166042,0.545196,0.530266,0.081261,0.300289,0.150814,0.068672,0.097228,0.265016,0.244188,0.371092,0.106757,0.001023,0.001248,0.002163,0.002317,0.000653,0.000830,0.000829,0.000699,0.001026,0.001544,0.001410,0.106222,80
stable_dmp_handoff,mobile_push_then_grasp,partial_observability,in_distribution,0.662500,0.149558,0.148231,0.556966,0.559015,0.068707,0.287597,0.138180,0.062844,0.085327,0.234385,0.216613,0.478099,0.104273,0.001058,0.001163,0.002348,0.002238,0.000619,0.000941,0.000870,0.000572,0.000964,0.001527,0.001438,0.104110,80
stable_dmp_handoff,mobile_push_then_grasp,partial_observability,long_horizon_chain,0.712500,0.159114,0.156879,0.554352,0.535576,0.075702,0.297987,0.142963,0.066170,0.093460,0.249490,0.230166,0.490256,0.099805,0.001121,0.001050,0.001877,0.002048,0.000647,0.000817,0.000796,0.000591,0.000914,0.001485,0.001379,0.099788,80
stable_dmp_handoff,mobile_push_then_grasp,partial_observability,new_skill_pair,0.700000,0.157030,0.153372,0.552816,0.548042,0.072795,0.291822,0.142783,0.064780,0.089442,0.245783,0.225681,0.491496,0.101054,0.001015,0.001044,0.002263,0.002159,0.000706,0.000836,0.001024,0.000703,0.000858,0.001445,0.001398,0.100887,80
stable_dmp_handoff,mobile_push_then_grasp,partial_observability,shifted_objects,0.550000,0.159610,0.155866,0.551375,0.546076,0.075222,0.292456,0.144724,0.065994,0.090204,0.250139,0.230273,0.331957,0.109706,0.001186,0.001089,0.002108,0.002203,0.000632,0.000831,0.001032,0.000672,0.000917,0.001683,0.001515,0.109909,80
stable_dmp_handoff,peg_place_regrasp,combined_seam_stress,combined_stress,0.625000,0.200493,0.207083,0.517631,0.494455,0.106999,0.307843,0.196000,0.079395,0.114086,0.323606,0.296050,0.233566,0.106757,0.001135,0.001022,0.002126,0.001994,0.000572,0.000799,0.000944,0.000622,0.000835,0.001467,0.001358,0.106704,80
stable_dmp_handoff,peg_place_regrasp,combined_seam_stress,in_distribution,0.575000,0.193151,0.193532,0.518415,0.522494,0.097841,0.298665,0.185258,0.074689,0.105828,0.306255,0.281683,0.229712,0.109011,0.001062,0.001164,0.002293,0.002140,0.000658,0.000905,0.000972,0.000633,0.000848,0.001479,0.001379,0.108830,80
stable_dmp_handoff,peg_place_regrasp,combined_seam_stress,long_horizon_chain,0.650000,0.199406,0.202166,0.518797,0.498191,0.104357,0.307502,0.188751,0.078289,0.112853,0.318937,0.293292,0.271936,0.105180,0.001151,0.001096,0.002229,0.002261,0.000611,0.000841,0.000990,0.000614,0.000846,0.001693,0.001634,0.105386,80
stable_dmp_handoff,peg_place_regrasp,combined_seam_stress,new_skill_pair,0.587500,0.198112,0.197873,0.515457,0.513343,0.101281,0.300755,0.188139,0.076496,0.108531,0.315354,0.289488,0.224142,0.108557,0.000929,0.001129,0.002465,0.002364,0.000618,0.000857,0.000969,0.000610,0.000868,0.001422,0.001450,0.108452,80
stable_dmp_handoff,peg_place_regrasp,combined_seam_stress,shifted_objects,0.600000,0.198202,0.199595,0.520516,0.509321,0.102502,0.302307,0.189576,0.076530,0.110172,0.316014,0.290350,0.232919,0.108031,0.001121,0.000991,0.001825,0.002272,0.000644,0.000908,0.000900,0.000630,0.000904,0.001573,0.001429,0.108027,80
stable_dmp_handoff,peg_place_regrasp,contact_mode_transition,combined_stress,0.650000,0.171073,0.170543,0.546056,0.528223,0.082370,0.301659,0.146450,0.069436,0.097167,0.269714,0.248627,0.390057,0.105180,0.001132,0.001114,0.002288,0.001779,0.000611,0.000960,0.000822,0.000651,0.000879,0.001613,0.001487,0.105147,80
stable_dmp_handoff,peg_place_regrasp,contact_mode_transition,in_distribution,0.725000,0.153543,0.152296,0.559662,0.555815,0.070040,0.288288,0.134943,0.063010,0.085554,0.240309,0.222806,0.533665,0.098464,0.001148,0.001004,0.002207,0.002518,0.000636,0.000763,0.000921,0.000686,0.000821,0.001700,0.001561,0.098446,80
stable_dmp_handoff,peg_place_regrasp,contact_mode_transition,long_horizon_chain,0.562500,0.162710,0.162424,0.552747,0.533137,0.077514,0.299617,0.139430,0.066580,0.092724,0.256312,0.236720,0.330832,0.109394,0.001061,0.001100,0.002011,0.002339,0.000635,0.000970,0.000946,0.000683,0.000744,0.001490,0.001320,0.109614,80
stable_dmp_handoff,peg_place_regrasp,contact_mode_transition,new_skill_pair,0.637500,0.160174,0.157434,0.551431,0.546438,0.074286,0.293187,0.138856,0.064668,0.089039,0.250741,0.231362,0.422266,0.106008,0.001018,0.001140,0.002281,0.002134,0.000761,0.000873,0.000971,0.000620,0.000767,0.001366,0.001458,0.106075,80
stable_dmp_handoff,peg_place_regrasp,contact_mode_transition,shifted_objects,0.687500,0.162672,0.160839,0.552768,0.543388,0.076368,0.294025,0.141026,0.065534,0.090241,0.255675,0.235075,0.462865,0.102212,0.000931,0.001100,0.002150,0.002279,0.000652,0.000858,0.001070,0.000719,0.000799,0.001375,0.001306,0.102455,80
stable_dmp_handoff,peg_place_regrasp,dynamics_mismatch,combined_stress,0.600000,0.182062,0.183399,0.538344,0.513607,0.091989,0.303703,0.165995,0.072417,0.102758,0.289889,0.266409,0.291571,0.108031,0.001099,0.001078,0.002446,0.002289,0.000690,0.000832,0.000908,0.000600,0.000887,0.001371,0.001535,0.108204,80
stable_dmp_handoff,peg_place_regrasp,dynamics_mismatch,in_distribution,0.812500,0.163634,0.163959,0.551626,0.541953,0.080119,0.290579,0.152968,0.066238,0.090780,0.258542,0.238017,0.574686,0.086071,0.001203,0.001179,0.001989,0.001797,0.000654,0.000898,0.000980,0.000676,0.000834,0.001661,0.001634,0.085883,80
stable_dmp_handoff,peg_place_regrasp,dynamics_mismatch,long_horizon_chain,0.562500,0.171779,0.175310,0.546224,0.520538,0.087144,0.301585,0.158223,0.070043,0.098173,0.274671,0.251985,0.285037,0.109394,0.001081,0.001033,0.002354,0.002417,0.000628,0.000932,0.000827,0.000679,0.000758,0.001296,0.001417,0.109817,80
stable_dmp_handoff,peg_place_regrasp,dynamics_mismatch,new_skill_pair,0.587500,0.170872,0.169835,0.547660,0.531451,0.083763,0.294655,0.158720,0.068808,0.094439,0.269253,0.247069,0.325051,0.108557,0.001121,0.001045,0.002065,0.002266,0.000649,0.000853,0.000840,0.000642,0.000937,0.001609,0.001522,0.108575,80
stable_dmp_handoff,peg_place_regrasp,dynamics_mismatch,shifted_objects,0.700000,0.171269,0.172672,0.546413,0.530679,0.086131,0.296365,0.159247,0.069574,0.096779,0.271626,0.249882,0.430408,0.101054,0.001074,0.001051,0.002178,0.002137,0.000649,0.000916,0.000874,0.000592,0.000991,0.001387,0.001472,0.101023,80
stable_dmp_handoff,peg_place_regrasp,high_barrier,combined_stress,0.662500,0.159691,0.168157,0.555586,0.528038,0.079316,0.300827,0.131592,0.066494,0.094097,0.256314,0.235986,0.429593,0.104273,0.001008,0.001101,0.002361,0.002241,0.000678,0.000902,0.000921,0.000649,0.000845,0.001556,0.001578,0.104055,80
stable_dmp_handoff,peg_place_regrasp,high_barrier,in_distribution,0.650000,0.140832,0.150647,0.571354,0.557339,0.067298,0.288975,0.118422,0.060388,0.081313,0.227002,0.208098,0.487502,0.105180,0.001082,0.001132,0.002221,0.002117,0.000693,0.000824,0.000955,0.000676,0.000831,0.001535,0.001537,0.105041,80
stable_dmp_handoff,peg_place_regrasp,high_barrier,long_horizon_chain,0.525000,0.151042,0.160909,0.565580,0.534441,0.073751,0.299547,0.123316,0.065022,0.089576,0.244179,0.224374,0.321716,0.110121,0.001212,0.001059,0.002111,0.002253,0.000645,0.000857,0.000899,0.000684,0.000921,0.001596,0.001381,0.110071,80
stable_dmp_handoff,peg_place_regrasp,high_barrier,new_skill_pair,0.612500,0.148654,0.155958,0.566136,0.549563,0.071827,0.292763,0.122167,0.062874,0.084562,0.238153,0.218266,0.425990,0.107431,0.000959,0.001151,0.002306,0.002244,0.000663,0.000824,0.001006,0.000639,0.000842,0.001415,0.001441,0.106990,80
stable_dmp_handoff,peg_place_regrasp,high_barrier,shifted_objects,0.662500,0.150154,0.158881,0.563966,0.545429,0.072469,0.293965,0.124108,0.063074,0.087249,0.241361,0.221629,0.468020,0.104273,0.000947,0.001102,0.002189,0.002146,0.000663,0.000835,0.000858,0.000603,0.000769,0.001348,0.001374,0.104673,80
stable_dmp_handoff,peg_place_regrasp,narrow_basin,combined_stress,0.625000,0.149754,0.142089,0.565334,0.553478,0.063105,0.294575,0.122925,0.062506,0.084216,0.231690,0.213071,0.457912,0.106757,0.001094,0.001105,0.002296,0.002043,0.000618,0.000922,0.000937,0.000594,0.000834,0.001600,0.001322,0.106709,80
stable_dmp_handoff,peg_place_regrasp,narrow_basin,in_distribution,0.737500,0.131095,0.123877,0.576504,0.581886,0.051349,0.281584,0.109435,0.056194,0.072141,0.200808,0.185707,0.639762,0.097026,0.001059,0.000995,0.001940,0.002204,0.000655,0.000866,0.000974,0.000589,0.000889,0.001464,0.001349,0.097170,80
stable_dmp_handoff,peg_place_regrasp,narrow_basin,long_horizon_chain,0.662500,0.140914,0.134579,0.572809,0.558378,0.058476,0.294023,0.115300,0.059580,0.080250,0.217273,0.200845,0.523456,0.104273,0.001281,0.001078,0.002276,0.002201,0.000781,0.000896,0.000911,0.000587,0.000855,0.001564,0.001518,0.104366,80
stable_dmp_handoff,peg_place_regrasp,narrow_basin,new_skill_pair,0.700000,0.138789,0.129307,0.571688,0.571656,0.055686,0.286320,0.114943,0.058324,0.075984,0.212145,0.196076,0.576873,0.101054,0.001088,0.001003,0.002318,0.002287,0.000606,0.000934,0.000916,0.000584,0.000837,0.001459,0.001273,0.101051,80
stable_dmp_handoff,peg_place_regrasp,narrow_basin,shifted_objects,0.675000,0.138628,0.131698,0.569010,0.570108,0.056615,0.288491,0.117263,0.058851,0.077591,0.213493,0.196931,0.545644,0.103285,0.001090,0.001086,0.002150,0.002259,0.000611,0.001026,0.000940,0.000648,0.000973,0.001505,0.001485,0.103324,80
stable_dmp_handoff,peg_place_regrasp,nominal,combined_stress,0.612500,0.122617,0.123741,0.588603,0.567920,0.051087,0.289913,0.104254,0.056019,0.074011,0.191209,0.176633,0.522222,0.107431,0.001033,0.000950,0.002432,0.002013,0.000696,0.001022,0.000901,0.000636,0.000764,0.001560,0.001606,0.107330,80
stable_dmp_handoff,peg_place_regrasp,nominal,in_distribution,0.812500,0.104891,0.105992,0.600534,0.592824,0.039827,0.276904,0.090425,0.050017,0.061798,0.163363,0.150260,0.789172,0.086071,0.001242,0.001061,0.001963,0.002081,0.000762,0.001040,0.000960,0.000673,0.000902,0.001669,0.001623,0.086289,80
stable_dmp_handoff,peg_place_regrasp,nominal,long_horizon_chain,0.512500,0.113309,0.117248,0.596099,0.571999,0.047124,0.287502,0.096171,0.053695,0.069248,0.178349,0.164111,0.449477,0.110224,0.001022,0.001175,0.002149,0.002468,0.000598,0.000811,0.001016,0.000633,0.000825,0.001487,0.001548,0.109747,80
stable_dmp_handoff,peg_place_regrasp,nominal,new_skill_pair,0.812500,0.110858,0.112374,0.597256,0.584090,0.044242,0.280650,0.096115,0.051600,0.066105,0.172752,0.159803,0.765662,0.086071,0.001209,0.001287,0.002390,0.002106,0.000674,0.000930,0.000990,0.000643,0.000888,0.001670,0.001785,0.085900,80
stable_dmp_handoff,peg_place_regrasp,nominal,shifted_objects,0.750000,0.112216,0.114542,0.593797,0.580675,0.044828,0.282886,0.098049,0.052955,0.066814,0.176313,0.161535,0.695292,0.095487,0.001102,0.001138,0.002285,0.002433,0.000703,0.000951,0.000854,0.000678,0.000825,0.001615,0.001511,0.095791,80
stable_dmp_handoff,peg_place_regrasp,nonconvex_energy,combined_stress,0.687500,0.174056,0.165294,0.535882,0.534138,0.079185,0.300043,0.159374,0.069308,0.096969,0.270283,0.249019,0.425403,0.102212,0.001044,0.001283,0.002006,0.002443,0.000759,0.000781,0.000844,0.000676,0.000794,0.001361,0.001260,0.102026,80
stable_dmp_handoff,peg_place_regrasp,nonconvex_energy,in_distribution,0.725000,0.157171,0.147448,0.548936,0.563068,0.066467,0.287353,0.147026,0.063136,0.083972,0.241278,0.224077,0.531568,0.098464,0.001178,0.001084,0.002247,0.002101,0.000746,0.000863,0.001044,0.000621,0.000826,0.001635,0.001346,0.098538,80
stable_dmp_handoff,peg_place_regrasp,nonconvex_energy,long_horizon_chain,0.587500,0.166354,0.158387,0.543174,0.540308,0.074104,0.298520,0.152292,0.066596,0.093614,0.257803,0.237427,0.352497,0.108557,0.001219,0.000928,0.002420,0.002188,0.000697,0.000857,0.000833,0.000738,0.000836,0.001565,0.001618,0.108410,80
stable_dmp_handoff,peg_place_regrasp,nonconvex_energy,new_skill_pair,0.687500,0.163338,0.152665,0.540948,0.552687,0.070909,0.292117,0.152395,0.065199,0.088808,0.251664,0.233634,0.468983,0.102212,0.001052,0.001130,0.001934,0.002162,0.000632,0.000760,0.000941,0.000682,0.000903,0.001533,0.001543,0.102360,80
stable_dmp_handoff,peg_place_regrasp,nonconvex_energy,shifted_objects,0.625000,0.165661,0.154668,0.541726,0.547885,0.072104,0.293807,0.153033,0.066180,0.090976,0.255518,0.235622,0.398891,0.106757,0.001221,0.000983,0.002051,0.001750,0.000737,0.000823,0.000849,0.000624,0.000938,0.001594,0.001566,0.106798,80
stable_dmp_handoff,peg_place_regrasp,partial_observability,combined_stress,0.625000,0.168812,0.163816,0.547024,0.531291,0.078934,0.299638,0.151232,0.068133,0.096077,0.264039,0.242943,0.376206,0.106757,0.001202,0.001097,0.002090,0.002303,0.000610,0.000829,0.000784,0.000653,0.000939,0.001785,0.001706,0.106753,80
stable_dmp_handoff,peg_place_regrasp,partial_observability,in_distribution,0.725000,0.149624,0.144908,0.558628,0.557372,0.067457,0.286838,0.138381,0.061746,0.083389,0.232399,0.214984,0.545576,0.098464,0.001183,0.001148,0.002469,0.002115,0.000622,0.000915,0.000924,0.000642,0.000863,0.001662,0.001382,0.098609,80
stable_dmp_handoff,peg_place_regrasp,partial_observability,long_horizon_chain,0.662500,0.158826,0.155768,0.554797,0.539544,0.074121,0.297220,0.143181,0.066748,0.091120,0.249537,0.230349,0.444457,0.104273,0.001015,0.001110,0.002319,0.002107,0.000669,0.000959,0.001041,0.000687,0.000835,0.001614,0.001491,0.104490,80
stable_dmp_handoff,peg_place_regrasp,partial_observability,new_skill_pair,0.737500,0.158521,0.151919,0.553308,0.548990,0.071335,0.290790,0.142710,0.063313,0.087430,0.245824,0.227021,0.532206,0.097026,0.001198,0.001098,0.002365,0.001696,0.000636,0.000739,0.000882,0.000666,0.001025,0.001787,0.001736,0.097266,80
